最小等级	总索引	掉落ID	掉落次数	产出来源类型	类别
5	无相之冰	411000100	1	34	无相之冰
10	无相之冰	411000200	1	34	无相之冰
15	无相之冰	411000300	1	34	无相之冰
20	无相之冰	411000400	1	34	无相之冰
25	无相之冰	411000500	1	34	无相之冰
30	无相之冰	411000600	1	34	无相之冰
35	无相之冰	411000700	1	34	无相之冰
40	无相之冰	411000800	1	34	无相之冰
45	无相之冰	411000900	1	34	无相之冰
50	无相之冰	411001000	1	34	无相之冰
55	无相之冰	411001100	1	34	无相之冰
60	无相之冰	411001200	1	34	无相之冰
65	无相之冰	411001300	1	34	无相之冰
70	无相之冰	411001400	1	34	无相之冰
75	无相之冰	411001500	1	34	无相之冰
80	无相之冰	411001600	1	34	无相之冰
85	无相之冰	411001700	1	34	无相之冰
90	无相之冰	411001800	1	34	无相之冰
93	无相之冰	411001900	1	34	无相之冰
100	无相之冰	411002000	1	34	无相之冰
105	无相之冰	411002100	1	34	无相之冰
110	无相之冰	411002200	1	34	无相之冰
115	无相之冰	411002300	1	34	无相之冰
120	无相之冰	411002400	1	34	无相之冰
1	魔偶剑鬼	412000000	1	34	魔偶剑鬼
5	魔偶剑鬼	412000100	1	34	魔偶剑鬼
10	魔偶剑鬼	412000200	1	34	魔偶剑鬼
15	魔偶剑鬼	412000300	1	34	魔偶剑鬼
20	魔偶剑鬼	412000400	1	34	魔偶剑鬼
25	魔偶剑鬼	412000500	1	34	魔偶剑鬼
30	魔偶剑鬼	412000600	1	34	魔偶剑鬼
35	魔偶剑鬼	412000700	1	34	魔偶剑鬼
40	魔偶剑鬼	412000800	1	34	魔偶剑鬼
45	魔偶剑鬼	412000900	1	34	魔偶剑鬼
50	魔偶剑鬼	412001000	1	34	魔偶剑鬼
55	魔偶剑鬼	412001100	1	34	魔偶剑鬼
60	魔偶剑鬼	412001200	1	34	魔偶剑鬼
65	魔偶剑鬼	412001300	1	34	魔偶剑鬼
70	魔偶剑鬼	412001400	1	34	魔偶剑鬼
75	魔偶剑鬼	412001500	1	34	魔偶剑鬼
80	魔偶剑鬼	412001600	1	34	魔偶剑鬼
85	魔偶剑鬼	412001700	1	34	魔偶剑鬼
90	魔偶剑鬼	412001800	1	34	魔偶剑鬼
93	魔偶剑鬼	412001900	1	34	魔偶剑鬼
100	魔偶剑鬼	412002000	1	34	魔偶剑鬼
105	魔偶剑鬼	412002100	1	34	魔偶剑鬼
110	魔偶剑鬼	412002200	1	34	魔偶剑鬼
115	魔偶剑鬼	412002300	1	34	魔偶剑鬼
120	魔偶剑鬼	412002400	1	34	魔偶剑鬼
1	风魔龙	451000000	1	35	风魔龙
5	风魔龙	451000100	1	35	风魔龙
10	风魔龙	451000200	1	35	风魔龙
15	风魔龙	451000300	1	35	风魔龙
20	风魔龙	451000400	1	35	风魔龙
25	风魔龙	451000500	1	35	风魔龙
30	风魔龙	451000600	1	35	风魔龙
35	风魔龙	451000700	1	35	风魔龙
40	风魔龙	451000800	1	35	风魔龙
45	风魔龙	451000900	1	35	风魔龙
50	风魔龙	451001000	1	35	风魔龙
55	风魔龙	451001100	1	35	风魔龙
60	风魔龙	451001200	1	35	风魔龙
65	风魔龙	451001300	1	35	风魔龙
70	风魔龙	451001400	1	35	风魔龙
75	风魔龙	451001500	1	35	风魔龙
80	风魔龙	451001600	1	35	风魔龙
85	风魔龙	451001700	1	35	风魔龙
90	风魔龙	451001800	1	35	风魔龙
93	风魔龙	451001900	1	35	风魔龙
100	风魔龙	451002000	1	35	风魔龙
105	风魔龙	451002100	1	35	风魔龙
110	风魔龙	451002200	1	35	风魔龙
115	风魔龙	451002300	1	35	风魔龙
120	风魔龙	451002400	1	35	风魔龙
1	北风狼	452000000	1	35	北风狼
5	北风狼	452000100	1	35	北风狼
10	北风狼	452000200	1	35	北风狼
15	北风狼	452000300	1	35	北风狼
20	北风狼	452000400	1	35	北风狼
25	北风狼	452000500	1	35	北风狼
30	北风狼	452000600	1	35	北风狼
35	北风狼	452000700	1	35	北风狼
40	北风狼	452000800	1	35	北风狼
45	北风狼	452000900	1	35	北风狼
50	北风狼	452001000	1	35	北风狼
55	北风狼	452001100	1	35	北风狼
60	北风狼	452001200	1	35	北风狼
65	北风狼	452001300	1	35	北风狼
70	北风狼	452001400	1	35	北风狼
75	北风狼	452001500	1	35	北风狼
80	北风狼	452001600	1	35	北风狼
85	北风狼	452001700	1	35	北风狼
90	北风狼	452001800	1	35	北风狼
93	北风狼	452001900	1	35	北风狼
100	北风狼	452002000	1	35	北风狼
105	北风狼	452002100	1	35	北风狼
110	北风狼	452002200	1	35	北风狼
115	北风狼	452002300	1	35	北风狼
120	北风狼	452002400	1	35	北风狼
1	公子	453000000	1	35	公子
5	公子	453000100	1	35	公子
10	公子	453000200	1	35	公子
15	公子	453000300	1	35	公子
20	公子	453000400	1	35	公子
25	公子	453000500	1	35	公子
30	公子	453000600	1	35	公子
35	公子	453000700	1	35	公子
40	公子	453000800	1	35	公子
45	公子	453000900	1	35	公子
50	公子	453001000	1	35	公子
55	公子	453001100	1	35	公子
60	公子	453001200	1	35	公子
65	公子	453001300	1	35	公子
70	公子	453001400	1	35	公子
75	公子	453001500	1	35	公子
80	公子	453001600	1	35	公子
85	公子	453001700	1	35	公子
90	公子	453001800	1	35	公子
93	公子	453001900	1	35	公子
100	公子	453002000	1	35	公子
105	公子	453002100	1	35	公子
110	公子	453002200	1	35	公子
115	公子	453002300	1	35	公子
120	公子	453002400	1	35	公子
1	若陀龙王火电	454000000	1	35	若陀龙王火电
5	若陀龙王火电	454000100	1	35	若陀龙王火电
10	若陀龙王火电	454000200	1	35	若陀龙王火电
15	若陀龙王火电	454000300	1	35	若陀龙王火电
20	若陀龙王火电	454000400	1	35	若陀龙王火电
25	若陀龙王火电	454000500	1	35	若陀龙王火电
30	若陀龙王火电	454000600	1	35	若陀龙王火电
35	若陀龙王火电	454000700	1	35	若陀龙王火电
40	若陀龙王火电	454000800	1	35	若陀龙王火电
45	若陀龙王火电	454000900	1	35	若陀龙王火电
50	若陀龙王火电	454001000	1	35	若陀龙王火电
55	若陀龙王火电	454001100	1	35	若陀龙王火电
60	若陀龙王火电	454001200	1	35	若陀龙王火电
65	若陀龙王火电	454001300	1	35	若陀龙王火电
70	若陀龙王火电	454001400	1	35	若陀龙王火电
75	若陀龙王火电	454001500	1	35	若陀龙王火电
80	若陀龙王火电	454001600	1	35	若陀龙王火电
85	若陀龙王火电	454001700	1	35	若陀龙王火电
90	若陀龙王火电	454001800	1	35	若陀龙王火电
93	若陀龙王火电	454001900	1	35	若陀龙王火电
100	若陀龙王火电	454002000	1	35	若陀龙王火电
105	若陀龙王火电	454002100	1	35	若陀龙王火电
110	若陀龙王火电	454002200	1	35	若陀龙王火电
115	若陀龙王火电	454002300	1	35	若陀龙王火电
120	若陀龙王火电	454002400	1	35	若陀龙王火电
1	若陀龙王水电	455000000	1	35	若陀龙王水电
5	若陀龙王水电	455000100	1	35	若陀龙王水电
10	若陀龙王水电	455000200	1	35	若陀龙王水电
15	若陀龙王水电	455000300	1	35	若陀龙王水电
20	若陀龙王水电	455000400	1	35	若陀龙王水电
25	若陀龙王水电	455000500	1	35	若陀龙王水电
30	若陀龙王水电	455000600	1	35	若陀龙王水电
35	若陀龙王水电	455000700	1	35	若陀龙王水电
40	若陀龙王水电	455000800	1	35	若陀龙王水电
45	若陀龙王水电	455000900	1	35	若陀龙王水电
50	若陀龙王水电	455001000	1	35	若陀龙王水电
55	若陀龙王水电	455001100	1	35	若陀龙王水电
60	若陀龙王水电	455001200	1	35	若陀龙王水电
65	若陀龙王水电	455001300	1	35	若陀龙王水电
70	若陀龙王水电	455001400	1	35	若陀龙王水电
75	若陀龙王水电	455001500	1	35	若陀龙王水电
80	若陀龙王水电	455001600	1	35	若陀龙王水电
85	若陀龙王水电	455001700	1	35	若陀龙王水电
90	若陀龙王水电	455001800	1	35	若陀龙王水电
93	若陀龙王水电	455001900	1	35	若陀龙王水电
100	若陀龙王水电	455002000	1	35	若陀龙王水电
105	若陀龙王水电	455002100	1	35	若陀龙王水电
110	若陀龙王水电	455002200	1	35	若陀龙王水电
115	若陀龙王水电	455002300	1	35	若陀龙王水电
120	若陀龙王水电	455002400	1	35	若陀龙王水电
1	若陀龙王火冰	456000000	1	35	若陀龙王火冰
5	若陀龙王火冰	456000100	1	35	若陀龙王火冰
10	若陀龙王火冰	456000200	1	35	若陀龙王火冰
15	若陀龙王火冰	456000300	1	35	若陀龙王火冰
20	若陀龙王火冰	456000400	1	35	若陀龙王火冰
25	若陀龙王火冰	456000500	1	35	若陀龙王火冰
30	若陀龙王火冰	456000600	1	35	若陀龙王火冰
35	若陀龙王火冰	456000700	1	35	若陀龙王火冰
40	若陀龙王火冰	456000800	1	35	若陀龙王火冰
45	若陀龙王火冰	456000900	1	35	若陀龙王火冰
50	若陀龙王火冰	456001000	1	35	若陀龙王火冰
55	若陀龙王火冰	456001100	1	35	若陀龙王火冰
60	若陀龙王火冰	456001200	1	35	若陀龙王火冰
65	若陀龙王火冰	456001300	1	35	若陀龙王火冰
70	若陀龙王火冰	456001400	1	35	若陀龙王火冰
75	若陀龙王火冰	456001500	1	35	若陀龙王火冰
80	若陀龙王火冰	456001600	1	35	若陀龙王火冰
85	若陀龙王火冰	456001700	1	35	若陀龙王火冰
90	若陀龙王火冰	456001800	1	35	若陀龙王火冰
93	若陀龙王火冰	456001900	1	35	若陀龙王火冰
100	若陀龙王火冰	456002000	1	35	若陀龙王火冰
105	若陀龙王火冰	456002100	1	35	若陀龙王火冰
110	若陀龙王火冰	456002200	1	35	若陀龙王火冰
115	若陀龙王火冰	456002300	1	35	若陀龙王火冰
120	若陀龙王火冰	456002400	1	35	若陀龙王火冰
1	若陀龙王水冰	457000000	1	35	若陀龙王水冰
5	若陀龙王水冰	457000100	1	35	若陀龙王水冰
10	若陀龙王水冰	457000200	1	35	若陀龙王水冰
15	若陀龙王水冰	457000300	1	35	若陀龙王水冰
20	若陀龙王水冰	457000400	1	35	若陀龙王水冰
25	若陀龙王水冰	457000500	1	35	若陀龙王水冰
30	若陀龙王水冰	457000600	1	35	若陀龙王水冰
35	若陀龙王水冰	457000700	1	35	若陀龙王水冰
40	若陀龙王水冰	457000800	1	35	若陀龙王水冰
45	若陀龙王水冰	457000900	1	35	若陀龙王水冰
50	若陀龙王水冰	457001000	1	35	若陀龙王水冰
55	若陀龙王水冰	457001100	1	35	若陀龙王水冰
60	若陀龙王水冰	457001200	1	35	若陀龙王水冰
65	若陀龙王水冰	457001300	1	35	若陀龙王水冰
70	若陀龙王水冰	457001400	1	35	若陀龙王水冰
75	若陀龙王水冰	457001500	1	35	若陀龙王水冰
80	若陀龙王水冰	457001600	1	35	若陀龙王水冰
85	若陀龙王水冰	457001700	1	35	若陀龙王水冰
90	若陀龙王水冰	457001800	1	35	若陀龙王水冰
93	若陀龙王水冰	457001900	1	35	若陀龙王水冰
100	若陀龙王水冰	457002000	1	35	若陀龙王水冰
105	若陀龙王水冰	457002100	1	35	若陀龙王水冰
110	若陀龙王水冰	457002200	1	35	若陀龙王水冰
115	若陀龙王水冰	457002300	1	35	若陀龙王水冰
120	若陀龙王水冰	457002400	1	35	若陀龙王水冰
