台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
112000234	112000235		1	2103				
112000235	112000236	1	2					
112000236	112000237		1	1005				
112000237	112000238,112000240		1	2103				
112000238	112000239		2					
112000239	112000242		1	2103				
112000240	112000241		2					
112000241	112000242		1	2103				
112000242	112000243		1	10233				
112000243	112000244		1	10233				
112000244			1	1005				
112000301			1	2103				
112000401	112000402,112000403		1	10233				
112000402	112000404		2					
112000403	112000404		2					
112000404	112000405		1	10233				
112000405	112000406		1	10233				
112000406	112000407		1	1005				
112000407	112000408		1	10233				
112000408	112000409,112000410		1	10233				
112000409	112000411		2					
112000410	112000411		2					
112000411			1	10233				
112000414	112000415		1	1005				
112000415	112000416		1	10233				
112000416			1	10233				
112000601	112000602,112000603		1	10233				
112000602	112000604		2					
112000603	112000604		2					
112000604	112000605		1	10233				
112000605	112000606		1	10233				
112000606	112000607,112000608		1	1005				
112000607	112000609		2					
112000608	112000609		2					
112000609	112000610		1	10233				
112000610			1	1005				
112000701	112000702,112000703		1	10233				
112000702	112000704		2					
112000703	112000704		2					
112000704	112000705		1	10233				
112000705	112000706		1	10233				
112000706	112000707		1	10233				
112000707			1	10233				
112001001	112001002		1	10233				
112001002	112001003		1	10233				
112001003	112001004		1	10233				
112001004	112001005,112001006		1	1005				
112001005	112001007		2					
112001006	112001007		2					
112001007	112001008		1	1005				
112001008	112001009		1	10233				
112001009	112001010		1	1005				
112001010	112001011		1	10233				
112001011	112001012,112001013		1	10233				
112001012	112001014		2					
112001013	112001014		2					
112001014	112001015		1	1005				
112001015	112001016		1	10233				
112001016	112001017		1	10233				
112001017	112001018		1	10233				
112001018	112001019		1	10233				
112001019	112001020	1	2					
112001020	112001021,112001022		1	10233				
112001021	112001023		2					
112001022	112001023		2					
112001023	112001024		1	1005				
112001024	112001025		1	1005				
112001025	112001026		1	10233				
112001026			1	1005				
112001301	112001302		1	10233				
112001302	112001303		1	10233				
112001303	112001304		1	10233				
112001304	112001305		1	1005				
112001305	112001306		1	10233				
112001306	112001307		1	10233				
112001307	112001308		1	10233				
112001308	112001309		1	10233				
112001309	112001310,112001311		1	1005				
112001310	112001312		2					
112001311	112001312		2					
112001312	112001313		1	10233				
112001313			1	1005				
112001401	112001402		1	2103				
112001402	112001403,112001404		1	1005				
112001403	112001405		2					
112001404	112001405		2					
112001405	112001406		1	2103				
112001406	112001407		1	1005				
112001407	112001408		1	2103				
112001408	112001409		1	2103				
112001409	112001410	1	2					
112001410	112001411		1	2103				
112001411	112001412		1	2103				
112001412	112001413		1	2103				
112001413			1	2103				
112001501	112001502		1	10233				
112001502	112001503		1	10233				
112001503	112001504,112001506		1	10233				
112001504	112001505		2					
112001505	112001508		1	10233				
112001506	112001507		2					
112001507	112001508		1	10233				
112001508			1	10233				
112009601	112009602		1	1005				
112009602			1	1005				
112009701			1	10233				
112009702			1	10233				
112009703			1	1005				
112009801			1	1005				
112009901			1	2103				
112010101	112010102		1	2103				
112010102	112010103		1	2027				
112010103	112010104		1	2027				
112010104	112010105		1	2028				
112010105	112010106		1	2027				
112010106	112010107		1	2103				
112010107	112010108		1	2027				
112010108	112010109		1	2103				
112010109	112010110	1	2					
112010110	112010111		1	2103				
112010111	112010112		1	1005				
112010112	112010113		1	2103				
112010113	112010114,112010115		1	2103				
112010114	112010116		2					
112010115	112010116		2					
112010116	112010117		1	2103				
112010117	112010118		1	2103				
112010118	112010119		1	10233				
112010119	112010120		1	1005				
112010120	112010121		1	10233				
112010121	112010122		1	10233				
112010122	112010123		1	10233				
112010123	112010124,112010126		1	1005				
112010124	112010125		2					
112010125	112010128		1	1005				
112010126	112010127		2					
112010127	112010128		1	1005				
112010128	112010129		1	10233				
112010129	112010130,112010131		1	1005				
112010130	112010132		2					
112010131	112010132		2					
112010132	112010133		1	2103				
112010133			1	1005				
112010201	112010202		1	10233				
112010202	112010203		1	10233				
112010203	112010204,112010205		1	1005				
112010204	112010206		2					
112010205	112010206		2					
112010206	112010207		1	10233				
112010207	112010208		1	1005				
112010208	112010209		1	10233				
112010210	112010211,112010212		1	1005				
112010211	112010213		2					
112010212	112010213		2					
112010213			1	1005				
112010301	112010302		1	1005				
112010302	112010303		1	1005				
112010303	112010304		1	1005				
112010304			1	1005				
112010401			1	1005				
112010501	112010502		1	1005				
112010502			1	1005				
112010601			1	1005				
112010800	112010801		1	10233				
112010801	112010802		1	10233				
112010802	112010803		1	1005				
112010803	112010804		1	10233				
112010804	112010805		1	1005				
112010805	112010806		1	10233				
112010806	112010807,112010809		1	1005				
112010807	112010808		2					
112010808	112010810		1	1005				
112010809	112010810		2					
112010810	112010811		1	10233				
112010811	112010812		1	10233				
112010812	112010813		1	10233				
112010813	112010814		1	1005				
112010814	112010815		1	10233				
112010815	112010816		1	10233				
112010816	112010817		1	1005				
112010817	112010818		1	10233				
112010818	112010819		1	10233				
112010819	112010820		1	1005				
112010820	112010821,112010823		1	10233				
112010821	112010822		2					
112010822	112010825		1	1005				
112010823	112010824		2					
112010824	112010825		1	1005				
112010825	112010826		1	10233				
112010826	112010827		1	1005				
112010827			1	10233				
112011001	112011002		1	10233				
112011002	112011003		1	1005				
112011003	112011004	1	2					
112011004	112011005		1	10233				
112011005	112011006		1	1005				
112011006	112011007		1	10233				
112011007	112011008		1	10233				
112011008	112011009,112011010		1	1005				
112011009	112011011		2					
112011010	112011011		2					
112011011			1	10233				
112011101	112011102		1	1005				
112011102	112011103		1	10233				
112011103	112011104,112011105		1	1005				
112011104	112011106		2					
112011105	112011106		2					
112011106			1	1005				
112011301	112011302		1	10233				
112011302	112011303,112011304		1	1005				
112011303	112011305		2					
112011304	112011305		2					
112011305	112011306		1	10233				
112011306	112011307		1	10233				
112011307	112011308,112011310		1	10233				
112011308	112011309		2					
112011309	112011313		1	10233				
112011310	112011311		2					
112011311	112011312		1	10233				
112011312	112011313		1	10233				
112011313	112011314		1	10233				
112011314	112011315		1	1005				
112011315	112011316		1	10233				
112011316	112011317,112011318		1	1005				
112011317	112011319		2					
112011318	112011319		2					
112011319			1	1005				
112011401	112011402		1	1005				
112011402	112011403		1	10233				
112011403	112011404		1	10233				
112011404	112011405,112011406		1	1005				
112011405	112011407		2					
112011406	112011407		2					
112011407	112011408		1	1005				
112011408	112011409		1	10233				
112011409	112011410,112011411		1	10233				
112011410	112011412		2					
112011411	112011412		2					
112011412	112011413,112011414		1	1005				
112011413	112011415		2					
112011414	112011415		2					
112011415	112011416		1	1005				
112011416			1	10233				
112011501	112011502,112011503		1	1005				
112011502	112011505		2					
112011503	112011504		2					
112011504	112011505		1	1005				
112011505			1	1005				
112011601	112011602		1	1005				
112011602	112011603		1	10233				
112011603	112011604		1	10233				
112011604	112011605,112011606		1	1005				
112011605	112011607		2					
112011606	112011607		2					
112011607	112011608		1	1005				
112011608	112011609		1	10233				
112011609	112011610,112011611		1	10233				
112011610	112011612		2					
112011611	112011612		2					
112011612	112011613,112011614		1	1005				
112011613	112011615		2					
112011614	112011615		2					
112011615	112011616		1	1005				
112011616			1	10233				
112011801	112011802		1	10233				
112011802	112011803		1	1005				
112011803			1	10233				
112012401	112012402		1	1005				
112012402			1	1005				
112012501	112012502		1	1005				
112012502			1	1005				
112019201			1	10233				
112019301			1	1005				
112019401			1	1005				
112019501			1	1005				
112019601			1	1005				
112019701			1	1005				
112019801	112019802		1	10233				
112019802			1	10233				
112019901			1	2103				
112020101	112020102		1	2103				
112020102								
112020201	112020202,112020203		1	2103				
112020202	112020204		2					
112020203	112020204		2					
112020204	112020205		1	2103				
112020205	112020206		1	1005				
112020206	112020207		1	2103				
112020207	112020208		1	2103				
112020208	112020209		1	2027				
112020209	112020210		1	2103				
112020210	112020211		1	2027				
112020211	112020212		1	2027				
112020212	112020213		1	2027				
112020213	112020214,112020215		1	2103				
112020214	112020216		2					
112020215	112020216		2					
112020216	112020217		1	2027				
112020217	112020218		1	2028				
112020218	112020219		1	2027				
112020219	112020220,112020221		1	1005				
112020220	112020222		2					
112020221	112020222		2					
112020222	112020223		1	1005				
112020223	112020224		1	1005				
112020224	112020225	1	2					
112020225			1	1005				
112020401	112020402,112020403		1	1005				
112020402	112020404		2					
112020403	112020404		2					
112020404	112020405,112020406		1	10300				
112020405	112020407		2					
112020406	112020407		2					
112020407	112020408		1	10300				
112020408	112020409		1	10300				
112020409	112020410		1	1005				
112020410	112020411		1	10300				
112020411	112020412		1	10300				
112020412	112020413,112020414		1	1005				
112020413	112020415		2					
112020414	112020415		2					
112020415	112020416		1	1005				
112020416	112020417		1	1005				
112020417	112020418		1	1005				
112020418	112020419		1	1005				
112020419	112020420,112020421		1	10300				
112020420	112020422		2					
112020421	112020422		2					
112020422	112020423		1	10300				
112020423	112020424	1	2					
112020424			1	1005				
112020501	112020502		1	1005				
112020502	112020503,112020504		1	1005				
112020503	112020505		2					
112020504	112020505		2					
112020505	112020506,112020507		1	1005				
112020506	112020508		2					
112020507	112020508		2					
112020508	112020509		1	1005				
112020509	112020510	1	2					
112020510	112020511,112020512		1	1005				
112020511	112020513		2					
112020512	112020513		2					
112020513			1	1005				
112020801	112020802,112020803		1	10317				
112020802	112020807		2					
112020803	112020804		2					
112020804	112020805		1	10317				
112020805	112020806		1	1005				
112020806	112020807		1	1005				
112020807	112020808		1	10317				
112020808	112020809		1	10317				
112020809	112020810		1	10317				
112020810			1	1005				
112020901	112020902		1	1005				
112020902	112020903		1	10318				
112020903	112020904		1	1005				
112020904	112020905		1	10318				
112020905	112020906		1	10318				
112020906	112020907		1	10318				
112020907	112020908		1	1005				
112020908	112020909		1	10318				
112020909	112020910,112020911		1	1005				
112020910	112020912		2					
112020911	112020912		2					
112020912	112020913		1	1005				
112020913			1	10318				
112021101	112021102		1	10318				
112021102	112021103	1	2					
112021103	112021104		1	10318				
112021104	112021105		1	1005				
112021105	112021106		1	10318				
112021106	112021107		1	10318				
112021107	112021108		1	10318				
112021108	112021109		1	1005				
112021109	112021110,112021111		1	1005				
112021110	112021112		2					
112021111	112021112		2					
112021112	112021113		1	10318				
112021113	112021114		1	10233				
112021114	112021115		1	1005				
112021115	112021116		1	10233				
112021116	112021117,112021118		1	10233				
112021117	112021119		2					
112021118	112021119		2					
112021119	112021120		1	10233				
112021120	112021121		1	10233				
112021121	112021122		1	10233				
112021122	112021123		1	1005				
112021123	112021124		1	10318				
112021124	112021125		1	10318				
112021125	112021126		1	10294				
112021126	112021127		1	1005				
112021127	112021128		1	1005				
112021128	112021129		1	10294				
112021129	112021130		1	10294				
112021130	112021131		1	10294				
112021131	112021132		1	10294				
112021132	112021133		1	10294				
112021133	112021134		1	10233				
112021134	112021135		1	1005				
112021135	112021136		1	10294				
112021136	112021137		1	1005				
112021137	112021138		1	1005				
112021138	112021139	1	2					
112021139	112021140		1	10300				
112021140	112021141		1	1005				
112021141	112021142		1	10300				
112021142	112021143		1	10300				
112021143	112021144		1	10300				
112021144	112021145		1	10318				
112021145	112021146		1	10316				
112021146	112021147		1	10318				
112021147	112021148		1	10233				
112021148	112021149		1	10316				
112021149			1	10318				
112021201	112021202		1	10234				
112021202	112021203		1	10234				
112021203	112021204		1	10234				
112021204	112021205,112021206		1	10234				
112021205	112021207		2					
112021206	112021207		2					
112021207	112021208		1	10234				
112021208	112021209		1	10234				
112021209	112021210		1	1005				
112021210	112021211,112021212		1	10234				
112021211	112021213		2					
112021212	112021213		2					
112021213	112021214		1	10233				
112021214	112021215		1	10233				
112021215	112021216		1	1005				
112021216	112021217		1	10233				
112021217	112021218		1	10233				
112021218	112021219		1	10234				
112021219	112021220		1	10234				
112021220	112021221		1	10234				
112021221	112021222		1	10233				
112021222	112021223		1	10233				
112021223	112021224		1	10233				
112021224	112021225		1	10233				
112021225	112021226	1	2					
112021226	112021227		1	1005				
112021227	112021228		1	10233				
112021228	112021229		1	10233				
112021229			1	1005				
112029301	112029302	1	1	1005				
112029302	112029303		1	2116				
112029303	112029304		1	2116				
112029304	112029305		1	2116				
112029305			1	1005				
112029306			1	1005				
112029401	112029402		1	1005				
112029402			1	1005				
112029501	112029502		1	1005				
112029502			1	1005				
112029601			1	10300				
112029801	112029802		1	2027				
112029802			1	2028				
112029901			1	2103				
180000101	180000102		1	151201				
180000102	180000103,180000104		1	151201				
180000103	180000105	1	2					
180000104	180000105	1	2					
180000105	180000106		1	151201				
180000106	180000107		1	151201				
180000107	180000108		1	1005				
180000108	180000109		1	151201				
180000109	180000110		1	151201				
180000110	180000111		1	1005				
180000111	180000112		1	1005				
180000112	180000113	1	2	151201				
180000113	180000114		1	1005				
180000114	180000115		1	151201				
180000115	180000116	1	2					
180000116	180000117		1	1005				
180000117	180000118		1	151201				
180000118	180000119		1	151201				
180000119	180000120		1	151201				
180000120	180000121,180000122		1	151201				
180000121	180000123	1	2					
180000122	180000123	1	2					
180000123	180000124		1	151201				
180000124	180000125		1	151201				
180000125	180000126	1	2					
180000126	180000127		1	151201				
180000127	180000128		1	151201				
180000128			1	151201				
180000201	180000202		1	143901				
180000202	180000203	1	2					
180000203	180000204		1	143901				
180000204	180000205		1	143901				
180000205	180000206		1	143901				
180000206	180000207		1	143901				
180000207	180000208		1	1005				
180000208	180000209		1	143901				
180000209	180000210		1	143901				
180000210			1	143901				
180000301	180000302		1	141701				
180000302	180000303	1	2					
180000303	180000304		1	141701				
180000304	180000305		1	141701				
180000305	180000306		1	141701				
180000306	180000307		1	141701				
180000307	180000308		1	1005				
180000308			1	1005				
180000401	180000402		1	146501				
180000402	180000403	1	2					
180000403	180000404		1	1005				
180000404	180000405		1	146501				
180000405	180000406		1	146501				
180000406	180000407		1	146501				
180000407	180000408		1	1005				
180000408	180000409		1	146501				
180000409	180000410		1	1005				
180000410	180000411		1	146501				
180000411			1	146501				
180000501	180000502		1	102201				
180000502	180000503	1	2					
180000503	180000504		1	102201				
180000504	180000505	1	2					
180000505	180000506		1	1005				
180000506	180000507	1	2					
180000507	180000508		1	102201				
180000508	180000509	1	2					
180000509	180000510		1	102201				
180000510	180000511		1	102201				
180000511	180000512		1	1005				
180000512	180000513,180000515		1	102201				
180000513	180000514	1	2					
180000514	180000517		1	1005				
180000515	180000516	1	2					
180000516	180000517		1	1005				
180000517	180000518		1	102201				
180000518	180000519		1	1022				
180000519	180000520	1	2					
180000520	180000521		1	1022				
180000521	180000522	1	2					
180000522	180000523		1	1005				
180000523	180000524,180000525		1	1022				
180000524	180000526	1	2					
180000525	180000526	1	2					
180000526	180000527		1	1022				
180000527	180000528		1	1022				
180000528	180000529	1	2					
180000529	180000530		1	1022				
180000530	180000531		1	1005				
180000531	180000532	1	2					
180000532	180000533,180000534		1	1022				
180000533	180000535	1	2					
180000534	180000535	1	2					
180000535	180000536		1	1022				
180000536	180000537		1	1022				
180000537	180000538	1	2					
180000538	180000539		1	1022				
180000539	180000540		1	1022				
180000540	180000541	1	2					
180000541	180000542		1	1022				
180000542	180000543,180000544,180000545		1	1022				
180000543	180000546	1	2					
180000544	180000546	1	2					
180000545	180000546	1	2					
180000546	180000547		1	1022				
180000547	180000548		1	1022				
180000548	180000549		1	1022				
180000549	180000550,180000551,180000552		1	1022				
180000550	180000553	1	2					
180000551	180000553	1	2					
180000552	180000553	1	2					
180000553	180000554		1	1022				
180000554	180000555		1	1022				
180000555	180000556		1	1022				
180000556	180000557,180000558,180000559		1	1022				
180000557	180000560	1	2					
180000558	180000560	1	2					
180000559	180000560	1	2					
180000560			1	1022				
180000601	180000602		1	1022				
180000602	180000603		1	1022				
180000603	180000604	1	2					
180000604			1	1022				
180000701	180000702		1	1022				
180000702	180000703	1	2					
180000703	180000704		1	1022				
180000704	180000705		1	1022				
180000705	180000706		1	1022				
180000706	180000707		1	1022				
180000707	180000708		1	1005				
180000708	180000709		1	1022				
180000709	180000710		1	1022				
180000710	180000711		1	1022				
180000711			1	1022				
180000801	180000802		1	1022				
180000802	180000803,180000804		1	1022				
180000803	180000805	1	2					
180000804	180000805	1	2					
180000805	180000806		1	1022				
180000806	180000807		1	1022				
180000807	180000808		1	1022				
180000808	180000809		1	1005				
180000809	180000810		1	1022				
180000810			1	1022				
180000901	180000902		1	1022				
180000902	180000903	1	2					
180000903	180000904		1	1022				
180000904	180000905		1	1022				
180000905	180000906		1	1022				
180000906	180000907		1	1022				
180000907	180000908		1	1005				
180000908	180000909		1	1022				
180000909			1	1022				
180001001		1	1	143901				
180001101			1	141701				
180001201			1	146501				
180001301	180001302		1	146501				
180001302			1	1005				
180001401			1	1022				
180001501	180001502		1	1022				
180001502	180001503		1	1022				
180001503	180001504		1	1022				
180001504	180001505		1	1022				
180001505	180001506		1	1005				
180001506	180001507		1	1022				
180001507	180001508		1	1022				
180001508	180001509		1	1022				
180001509			1	1022				
180001601	180001602		1	1005				
180001602			1	1005				
180001801	180001802		1	1005				
180001802			1	1005				
180001901	180001902		1	1005				
180001902			1	1005				
180001903			1	1005				
180001904			1	1005				
180001905			1	1005				
180001906			1	1005				
180002001			1	1005				
180002101	180002102		1	1005				
180002102	180002103	1	2					
180002103	180002104		1	1022				
180002104	180002105		1	1005				
180002105	180002106,180002107		1	1022				
180002106	180002108	1	2					
180002107	180002108	1	2					
180002108	180002109		1	1022				
180002109	180002110		1	1005				
180002110	180002111		1	1005				
180002111	180002112		1	1022				
180002112	180002113		1	1022				
180002113	180002114		1	1022				
180002114	180002115		1	1005				
180002115	180002116		1	1022				
180002116	180002117		1	1005				
180002117	180002118		1	1005				
180002118	180002119		1	1005				
180002119	180002120		1	1005				
180002120	180002121	1	2					
180002121	180002122		1	1022				
180002122	180002123		1	1022				
180002123	180002124		1	1022				
180002124	180002125	1	2					
180002125	180002126		1	1005				
180002126	180002127	1	2					
180002127	180002128		1	1022				
180002128	180002129	1	2					
180002129	180002130		1	1022				
180002130			1	1022				
180002201	180002202		1	1022				
180002202	180002203	1	2					
180002203	180002204		1	1005				
180002204	180002205,180002206		1	1022				
180002205	180002207	1	2					
180002206	180002207	1	2					
180002207	180002208		1	1022				
180002208	180002209		1	1005				
180002209	180002210		1	1022				
180002210	180002211		1	1022				
180002211			1	1022				
180002301	180002302		1	1022				
180002302			1	1022				
180002401	180002402,180002403		1	1005				
180002402	180002404	1	2					
180002403	180002404	1	2					
180002404	180002405		1	1005				
180002405	180002406		1	1005				
180002406	180002407	1	2					
180002407	180002408		1	1022				
180002408	180002409		1	1022				
180002409	180002410		1	1022				
180002410	180002411		1	1005				
180002411	180002412	1	2					
180002412	180002413		1	1022				
180002413	180002414		1	1022				
180002414	180002415		1	1022				
180002415	180002416		1	1022				
180002416	180002417	1	2					
180002417	180002418		1	1022				
180002418	180002419		1	1022				
180002419	180002420		1	1005				
180002420	180002421		1	1022				
180002421			1	1022				
180002501	180002502		1	1022				
180002502	180002503		1	1005				
180002503			1	1022				
180003601	180003801		1	1022				
180003701	180003801		1	1022				
180003801	180003802	1	2					
180003802	180003803		1	1022				
180003803	180003804		1	1022				
180003804	180003805		1	1022				
180003805	180003806		1	1022				
180003806	180003807	1	2					
180003807	180003808		1	1022				
180003808	180003809		1	1022				
180003809	180003810		1	1005				
180003810	180003811		1	1022				
180003811	180003812	1	2					
180003812	180003813		1	1005				
180003813	180003814		1	1005				
180003814	180003815		1	1022				
180003815	180003816		1	1022				
180003816	180003817,180003818		1	1005				
180003817	180003819	1	2	1022				
180003818	180003819	1	2	1022				
180003819	180003820		1	1005				
180003820	180003821		1	1022				
180003821	180003822		1	1022				
180003822			1	1022				
190010101	190010102		1	147101				
190010102	190010103	1	2					
190010103	190010104		1	147101				
190010104	190010105		1	147101				
190010105	190010106	1	2					
190010106	190010107		1	147101				
190010107	190010108		1	147101				
190010108	190010109		1	147101				
190010109	0		1	147101				
190010201	0		1	147101				
190010301	0		1	501				
190010601	0		1	501				
190030301	190030302,190030303		1	147101				
190030302	190030304	1	2					
190030303	190030304	1	2					
190030304	190030305		1	147101				
190030305	190030306		1	147101				
190030306	190030307	1	2					
190030307	190030308		1	147101				
190030308	190030309		1	147101				
190030309	190030310		1	147101				
190030310	190030311		1	147101				
190030311	190030312	1	2					
190030312	190030313		1	147101				
190030313	190030314		1	147101				
190030314	190030315		1	147101				
190030315	190030316		1	147101				
190030316	0		1	147101				
190030401	0		1	147101				
190030601	190030602		1	147101				
190030602	190030603	1	2					
190030603	190030604		1	147101				
190030604	190030605		1	147101				
190030605	190030606		1	147101				
190030606	190030607	1	2					
190030607	190030608		1	147101				
190030608	190030609		1	147101				
190030609	190030610		1	147101				
190030610	190030611		1	147101				
190030611	190030612	1	2					
190030612	190030613		1	147101				
190030613	190030614		1	147101				
190030614	190030615		1	147101				
190030615	190030616		1	147101				
190030616	190030617		1	147101				
190030617	190030618		1	147101				
190030618	0		1	147101				
190030701	190030702		1	147101				
190030702	190030703	1	2					
190030703	190030704		1	147101				
190030704	190030705		1	147101				
190030705	190030706		1	147101				
190030706	190030707	1	2					
190030707	190030708		1	147101				
190030708	190030709	1	2					
190030709	190030710		1	147101				
190030710	190030711		1	147101				
190030711	190030712		1	147101				
190030712	190030713		1	147101				
190030713	190030714		1	147101				
190030714	190030715		1	147101				
190030715	0		1	147101				
190080101	0		1	10802				
190230101			1	1023				
190230102			1	1023				
190230103			1	1023				
190230104			1	1023				
190240101			1	1023				
190240201			1	1023				
190240301			1	1023				
190250301	190250302		1	10901				
190250302			1	10901				
190250401	190250402		1	10902				
190250402			1	10902				
190250501	190250502,190250503		1	1023				
190250502	190250504		2					
190250503	190250504		2					
190250504	190250505		1	1023				
190250505	190250506		1	1023				
190250506	190250507,190250509		1	1023				
190250507	190250508		2					
190250508	190250511		1	1023				
190250509	190250510		2					
190250510	190250511		1	1023				
190250511	190250512		1	1023				
190250512	190250513,190250515		1	1023				
190250513	190250514		2					
190250514	190250517		1	1023				
190250515	190250516		2					
190250516	190250517		1	1023				
190250517			1	1023				
190250518			1	1023				
190250602			1	1023				
190250701	190250702		1	10902				
190250702	190250703		1	10902				
190250703	190250704		1	10902				
190250704			1	10902				
190250705								
190250801	190250802		1	10902				
190250802			1	10901				
190300101	190300102		1	10917				
190300102			1	10917				
190300201	190300202		1	10908				
190300202			1	10909				
190300301	190300302		1	1023				
190300302			1	1023				
190310101	190310102		1	1023				
190310102			1	1023				
190420101			1	1244				
190420201	190420202		1	1024				
190420202			1	1024				
190430101			1	1005				
190430102			1	1005				
190430103			1	1024				
190430104			1	1024				
190430105			1	1005				
190440101			1	1024				
190440102		1	1	1024				
190440201			1	1024				
190440202			1	1024				
190440203			1	1024				
190440301			1	10374				
190440401	190440402		1	1024				
190440402	190440403		1	1024				
190440403	190440404		1	1024				
190440404	190440405		1	1024				
190440405			1	1024				
190440406			1	10371				
190440501			1	10372				
190440601			1	10373				
190450101	190450102		1	1005				
190450102	190450103		1	1005				
190450103	190450104		1	1005				
190450104			1	1005				
190450105	190450106		1	1024				
190450106	190450107		1	1024				
190450107			1	1024				
190450108			1	1024				
190610501	190610502		1	1027				
190610502	190610503		1	1027				
190610503	190610504		1	1027				
190610504	190610505		1	1005				
190610505			1	1005				
190610801	190610802		1	11001				
190610802			1	1027				
190620301	190620302		1	1027				
190620302	190620303		1	1027				
190620303			1	11001				
190620501	190620502		1	11001				
190620502			1	11001				
190620701	190620702		1	1005				
190620702			1	1005				
190621201	190621202		1	1005				
190621202			1	1005				
190640101			1	160501				
190640201			1	1005				
190650101			1	1005				
190660101	190660102		1	1005				
190660102			1	1005				
190660110			1	1005				
190660201			1	11003				
190660401	190660402		1	1027				
190660402	190660403		1	1005				
190660403			1	1005				
190660801			1	11003				
190670101	190670102		1	1027				
190670102	190670103		1	1027				
190670103			1	1027				
190680101			1	140101				
190680201	190680202		1	140101				
190680202	190680203		1	140101				
190680203	190680204	1	2					
190680204			1	140101				
190680301	190680302		1	140101				
190680302	190680303		1	140101				
190680303			1	140101				
190680401	190680402		1	140301				
190680402	190680403	1	2					
190680403	190680404		1	140301				
190680404			1	140301				
190680501	190680502		1	1027				
190680502	190680503		1	1027				
190680503			1	1027				
190680601	190680602		1	20218				
190680602	190680603		1	20218				
190680603			1	20218				
190680701	190680702		1	1027				
190680702			1	1005				
190680901	190680902		1	1005				
190680902			1	1005				
190690101			1	140101				
190690201	190690202		1	1027				
190690202	190690203		1	1027				
190690203			1	1027				
190690210	190690211		1	1027				
190690211			1	1027				
190690220	190690221		1	1027				
190690221			1	1027				
190690230			1	1005				
190690301	190690302		1	1027				
190690302			1	1027				
190690401	190690402		1	140101				
190690402	190690403	1	2					
190690403			1	140101				
190690901	190690902		1	140101				
190690902	190690903		1	140301				
190690903	190690904		1	140101				
190690904			1	140301				
190700101	190700102		1	1027				
190700102	190700103		1	1027				
190700103			1	1027				
190830601			1	1027				
190840201			1	214801				
190840202			1	1027				
190840501			1	214801				
190841001			1	214801				
190841101	190841101		1	1027				
190841102			1	1027				
190860301			1	140901				
190870801			1	140901				
190870901	190870902		1	1027				
190870902			1	1027				
190871201	190871202		1	11009				
190871202	190871203		1	11009				
190871203			1	11009				
190900101	190900102		1	1027				
190900102	190900103		1	1027				
190900103			1	1027				
190900201			1	1027				
190900202			1	1027				
190910101			1	143501				
190910201			1	146901				
190910301			1	143101				
190910401			1	144701				
190910501			1	1027				
190910502			1	1027				
190910503	190910504		1	1027				
190910504			1	1027				
190910601			1	152101				
190920201			1	146501				
190920401			1	1027				
190920501			1	1027				
190920601			1	1027				
190920602			1	1027				
190920701			1	147501				
191010101	191010102		1	146101				
191010102	191010103	1	2					
191010103	191010104		1	146101				
191010104	191010105		1	146101				
191010105	191010106		1	146101				
191010106	191010107		1	146101				
191010107	191010108,191010109		1	146101				
191010108	191010110	1	2					
191010109	191010110	1	2					
191010110	191010111		1	146101				
191010111	191010112		1	146101				
191010112	191010113		1	146101				
191010113	191010114		1	146101				
191010114	191010115		1	146101				
191010115	191010116		1	146101				
191010116	0		1	146101				
191030201	191030202		1	502				
191030202	191030203		1	502				
191030203	0		1	502				
191030301	0		1	153901				
191030501	0		1	153901				
191040201	0		1	502				
191040211	0		1	502				
191040301	0		1	502				
191040311	0		1	502				
191040401	0		1	502				
191040411	0		1	502				
191041101	191041102,191041103		1	10807				
191041102	0	1	2					
191041103	0	1	2					
191041201	191041202,191041203		1	10808				
191041202	0	1	2					
191041203	0	1	2					
191041301	191041302,191041303		1	10809				
191041302	0	1	2					
191041303	0	1	2					
191049701	191049702		1	153701				
191049702	191049703		1	502				
191049703	0		1	153701				
191049801	0		1	502				
191060101	0		1	502				
191060401	0		1	502				
191060601	0		1	502				
191070301	0		1	502				
191079501	191079502		1	152701				
191079502	0		1	152901				
191079701	191079702		1	152901				
191079702	191079703		1	152701				
191079703	0		1	152901				
191079801	191079802		1	152701				
191079802	191079803		1	152901				
191079803	191079804		1	152701				
191079804	191079805		1	152701				
191079805	191079806		1	152901				
191079806	191079807	1	2					
191079807	191079808		1	152701				
191079808	0		1	152901				
191079901	0		1	502				
200680101	200680102		1	1429				
200680102	200680103	1	2					
200680103	200680104		1	1429				
200680104	200680105		1	1429				
200680105	200680106,200680107,200680108		1	1429				
200680106	200680109	1	2					
200680107	200680111	1	2					
200680108	200680112	1	2					
200680109	200680110		1	1429				
200680110	200680113		1	1429				
200680111	200680113		1	1429				
200680112	200680113		1	1429				
200680113	200680114		1	1429				
200680114	200680115		1	1429				
200680115	200680116,200680117		1	1429				
200680116	200680118	1	2					
200680117	200680119	1	2					
200680118	200680120		1	1429				
200680119	200680120		1	1429				
200680120	200680121		1	1429				
200680121			1	1429				
200680201			1	1429				
200680301	200680302,200680303,200680304		1	1567				
200680302	200680305	1	2					
200680303	200680306	1	2					
200680304	200680307	1	2					
200680305	200680308		1	1567				
200680306	200680308		1	1567				
200680307	200680308		1	1567				
200680308	200680309,200680310		1	1567				
