ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	JSON名称	JSON路径文件名	能否战斗	能否移动	能否发声	是否常驻	角色npc初见分组	唯一形象ID
1668	乔尔	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Child/NPC_Mengde_Child_Standard_Joel_1668				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		1668
1669	史蒂文斯	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Stevens_1669				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		1669
1670	阿扣	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Knotty_1670				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		1670
1671	里瑟	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Riese_1671				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		1671
1672	汤米	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Strong_Tommy_1672				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		1672
2001	志华	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Zhihua_2001				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2001
2002	永安	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Yongan_2002				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2002
2003	天叔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_UncleTian_2003				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2003
2004	枭总管	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_ForemanXiao_2004				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2004
2005	李锤子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_HammerLi_2005				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2005
2006	狗三儿	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_GouSaner_2006				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2006
2007	一柱	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_YiZhu_2007				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol	0	1	1	1		2007
2008	阿伟	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Wei_2008				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2008
2009	德安公	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_GentryDean_2009				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2009
2010	茶博士刘苏	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_TeaMasterLiusu_2010				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2010
2011	范二爷	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_FanErye_2011				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2011
2012	小安	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_NervousAn_2012				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2012
2013	博来	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Bolai_2013				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2013
2014	慕胜	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Musheng_2014				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2014
2015	绮命	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Qiming_2015				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2015
2016	岚姐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_Lan_2016				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2016
2017	霖铃	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Linling_2017				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2017
2018	一弦	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_YiXian_2018				2001		ConfigNpc_Common_AnimatorMove_Child_noheadcontrol	0	1	1	1		2018
2019	清姨	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Huixin_2029				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2019
2020	星稀	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Xingxi_2020				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2020
2021	卉卉	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Huihui_2021				2001		ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	0	1	1	1		2021
2022	璃彩	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Licai_2022				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2022
2023	琳琅	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Linglang_2023				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2023
2024	毓秀	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Qiming_2015				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2024
2025	畅畅	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Changchang_2025				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2025
2026	江舟	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Jiangzhou_2026				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2026
2027	沉香	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Chenxiang_2027				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2027
2028	红豆	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Hongdou_2028				2001		ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	0	1	1	1		2028
2029	慧心	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Huixin_2029				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2029
2030	阿飞	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleFei_2030				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2030
2031	小蒙	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleMeng_2031				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2031
2032	碧波	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Bibo_2032				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2032
2033	张顺	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Zhangshun_2033				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2033
2034	老高	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_UncleGao_2034				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2034
2035	老孙	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_UncleSun_2035				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2035
2036	观海	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Guanhai_2036				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2036
2037	潮汐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Chaoxi_2037				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2037
2038	王扳子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_WrenchWang_2038				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2038
2039	小千	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_BrotherQian_2039				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2039
2040	德贵	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_Degui_2040				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2040
2041	吴船长	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_CaptionWu_2041				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2041
2042	向明	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Xiangming_2042				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2042
2043	戟	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_Halberd_2043				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2043
2044	快刀陈	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_ChentheSharp_2044				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2044
2045	卯师傅	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_ChefMao_2045				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2045
2046	杰里	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Geri_2046				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2046
2047	乾子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Qian_2047				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2047
2048	老章	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_MasterZhang_2048				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2048
2049	独孤朔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_DuguShuo_2049				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2049
2050	大邋遢	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Reekwind_2050				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2050
2051	沐晨	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_MuChen_2051				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol	0	1	1	1		2051
2052	高斐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_GaoFei_2052				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol	0	1	1	1		2052
2053	强叔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_MrQiang_2053				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2053
2054	石头	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Shitou_2054				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2054
2055	大脚	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_BigfootedDajiao_2055				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2055
2056	嘉义	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Jiayi_2056				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2056
2057	一成	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Yicheng_2057				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2057
2058	弘毅	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Hongyi_2058				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2058
2059	弗拉德	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Vlad_2059				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2059
2060	浩仔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Hao_2060				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2060
2062	昌虎	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_Changhu_2062				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2062
2063	弗朗西斯	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Francis_2063				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2063
2064	宏宇	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Hongyu_2064				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2064
2065	大坤	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Kun_2065				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2065
2066	朝南	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_Chaonan_2066				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2066
2067	安德烈 	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Andrei_2067				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2067
2068	仁羽	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Renyu_2068				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2068
2069	金钟	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Jinzhong_2069				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2069
2070	铁衫	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Tieshan_2070				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2070
2071	逢岩	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Fengyan_2071				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2071
2072	伊凡诺维奇 	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_Ivanovich_2072				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2072
2073	大武	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_SturdyWu_2073				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2073
2074	璐璐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_LittleLulu_2074				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2074
2075	扶柳	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Qiming_2015				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2075
2076	思思	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Sisi_2076				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2076
2077	竺子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Atsuko_2077				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2077
2078	凯瑟琳	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Female/NPC_Mengde_Female_Standard_Katheryne_1512				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2078
2079	芷若	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Zhiruo_2079				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2079
2080	牙	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_Fang_2080				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2080
2081	苏二娘	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_SunErniang_2081				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2081
2082	弗莱琪	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Freki_2082				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2082
2083	莺儿	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Yinger_2083				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2083
2084	摆渡人	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Ferrylady_2084				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2084
2085	小昭	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_ClerkZhao_2085				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2085
2086	娜蒂亚	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_Nadia_2086				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2086
2087	月疏	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Yueshu_2087				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2087
2088	冒险家小姐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Huixin_2029				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2088
2089	祭拜的女性	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Qiming_2015				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2089
2090	长顺	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Fat_Changshun_2090				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2090
2091	秀华	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Xiuhua_2091				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2091
2092	阿山婆	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_GrannyShan_2092				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2092
2093	萍姥姥	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_MadamePing_2093				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2093
2094	公明	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Gongming_2094				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2094
2095	思妤	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Siyu_2095				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2095
2096	甜甜	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Tiantian_2096				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2096
2097	春水	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Chunshui_2097				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2097
2098	一然	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Yiran_2098				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol	0	1	1	1		2098
2099	阿宽	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_ManagerKuan_2099				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol	0	1	1	1		2099
2100	蔡乐	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_CaiLe_2100				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2100
2101	蔡寻	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_CaiXun_2101				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2101
2102	楚仪	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Chuyi_2102				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2102
2103	阿桂	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_HerbalistGui_2103				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2103
2104	铁膀子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_IronShoulder_2104				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2104
2105	竟达	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Jingda_2105				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2105
2106	豁牙子	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Gummer_2106				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2106
2107	大壮	ART/Char/NPC/NPC_Animal/NPC_Animal_DogPrick_01_02				2001		ConfigNpc_Common_AnimatorMove_Male_noActionAndHeadcontrol	0	1	1	1		2107
2108	葫芦	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_Hulu_2108				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2108
2109	大迷糊	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Sleepy_2109				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2109
2110	醉今朝	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_CarpeDiem_2110				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2110
2111	乔姨	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_AnutQiao_2111				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2111
2112	青白	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_Qingbai_2112				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2112
2113	勿忘	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Wuwang_2113				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2113
2114	茱萸	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_Zhuyu_2114				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2114
2115	青莲	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Standard_Qinglian_2115				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2115
2116	一阔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Yikuo_2116				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2116
2117	万货通	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Hypermarket_2117				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2117
2118	蒙蒙	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Mengmeng_2118				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2118
2119	小羽	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Xiaoyu_2119				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1	1		2119
2120	富贵	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Fugui_2120				2001		ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1	1		2120
2121	振翔	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Zhenxiang_2121				2001		ConfigNpc_Common_AnimatorMove_Male_NoAction	0	1	1	1		2121
2122	魏风尘	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_WeiFengchen_2122				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2122
2123	阿鸠	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Child/NPC_Liyue_Child_Standard_Jiu_2123				2001		ConfigNpc_Common_AnimatorMove_Child	0	1	1			2123
2124	甄强	ART/Char/NPC/NPC_Liyue/NPC_Liyue_MuscleMan/NPC_Liyue_MuscleMan_Standard_ZhenQiang_2124				2001		ConfigNpc_Common_AnimatorMove_MuscleMan	0	1	1	1		2124
2125	黄巨贾	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Fat_MerchantJia_2125				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2125
2126	悬帆	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Xuanfan_2126				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2126
2127	汐零	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Strong_Xiling_2127				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2127
2128	秦夫人	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Elder/NPC_Liyue_Elder_Standard_MadameQin_2128				2001		ConfigNpc_Common_AnimatorMove_Elder	0	1	1	1		2128
2129	荷尔德林	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Strong_Holderlin_2129				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2129
2130	茉莉	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Female/NPC_Liyue_Female_Fat_Moli_2130				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1	1		2130
2131	辉少	ART/Char/NPC/NPC_Liyue/NPC_Liyue_Male/NPC_Liyue_Male_Standard_MasterHui_2131				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1	1		2131
