ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	类型	描述	安全等级	服务器脚本	战斗Config	精英词缀	AI	是否AI校验	装备1	装备2	会游泳	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	是否离线重置	不在指定天气下出生	特性组ID	联机动态属性ID	外观	生物大类ID	安全检测	战斗音乐	entityBudget档位
20010604	(test)大型雷史莱姆-强攻强化	ART/Char/Monster/Monster_Slime_Electric_03/Monster_Slime_Electric_03	ART/Char/Monster/Monster_Slime_Electric_03/Monster_Slime_Electric_03_Remote	ART/Char/Monster/Monster_Slime_Electric_03/Monster_Slime_Electric_03	ART/Char/Monster/Monster_Slime_Electric_03/Monster_Slime_Electric_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Slime_Electric_03	2002,5001	assist01					22010014	66	22010014	33	0	0	22010034					20010601	1		00106		1	4
20010701	变异雷史莱姆	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive_Remote	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	正电	0		ConfigMonster_Slime_Electric_03_Positive	2002	assist01					22010014	66	22010014	33	0	0	22010034					20010701	1		00107		1	4
20010702	(test)变异雷史莱姆-强攻强化	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive_Remote	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive	ART/Char/Monster/Monster_Slime_Electric_03_Positive/Monster_Slime_Electric_03_Positive_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	正电-强攻强化	0		ConfigMonster_Slime_Electric_03_Positive	2002,5001	assist01					22010014	66	22010014	33	0	0	22010034					20010701	1		00107		1	4
20010801	冰史莱姆	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02_Remote	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02_Remote	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Ice_02	2003	assist01					22010016	60	0	0	0	0	22010016					20010801	1		00108		1	8
20010802	冰史莱姆-雪山活动	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02_Remote	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02	ART/Char/Monster/Monster_Slime_Ice_02/Monster_Slime_Ice_02_Remote	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	用于雪山急冻树战斗	0	SubFieldDrop_Mimik_Ice	ConfigMonster_Slime_Ice_02	2003	assist01					22010016	60	0	0	0	0	22010016					20010801	1		00108		1	8
20010901	大型冰史莱姆	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Ice_03	2003	assist01					22010016	66	22010016	33	0	0	22010036					20010901	1		00109		1	4
20010902	大型冰史莱姆-雪山活动	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	用于雪山急冻树战斗	0	SubFieldDrop_Mimik_Ice	ConfigMonster_Slime_Ice_03	2003	assist01					22010016	66	22010016	33	0	0	22010036					20010901	1		00109		1	4
20010904	(test)大型冰史莱姆-强攻强化	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03	ART/Char/Monster/Monster_Slime_Ice_03/Monster_Slime_Ice_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Slime_Ice_03	2003,5001	assist01					22010016	66	22010016	33	0	0	22010036					20010901	1		00109		1	4
20011001	水史莱姆	ART/Char/Monster/Monster_Slime_Water_02/Monster_Slime_Water_02	ART/Char/Monster/Monster_Slime_Water_02/Monster_Slime_Water_02_Remote	ART/Char/Monster/Monster_Slime_Water_02/Monster_Slime_Water_02	ART/Char/Monster/Monster_Slime_Water_02/Monster_Slime_Water_02_Remote	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Water_02		assist01					22010012	60	0	0	0	0	22010012					20011001	1		00110		1	8
20011101	大型水史莱姆	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03_Remote	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Water_03		assist01					22010012	66	22010012	33	0	0	22010032					20011101	1		00111		1	4
20011103	(test)大型水史莱姆-跳跃强化	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03_Remote	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03	ART/Char/Monster/Monster_Slime_Water_03/Monster_Slime_Water_03_Remote	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	跳跃强化	0		ConfigMonster_Slime_Water_03	5001	assist01					22010012	66	22010012	33	0	0	22010032					20011101	1		00111		1	4
20050101	纯水精灵	ART/Char/Monster/Monster_Oceanid_01/Monster_Oceanid_01	ART/Char/Monster/Monster_Oceanid_01/Monster_Oceanid_01_Remote	ART/Char/Monster/Monster_Oceanid_01/Monster_Oceanid_01	ART/Char/Monster/Monster_Oceanid_01/Monster_Oceanid_01_Remote	4001	135.84	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	2	纯水精灵	2		ConfigMonster_Oceanid_01	3003	assist01					0	0	0	0	0	0	22010032					20050101	1		00501	1	7	4
20050102	纯水精灵（本体）	ART/Char/Monster/Monster_Oceanid_02/Monster_Oceanid_02	ART/Char/Monster/Monster_Oceanid_02/Monster_Oceanid_02_Remote	ART/Char/Monster/Monster_Oceanid_02/Monster_Oceanid_02	ART/Char/Monster/Monster_Oceanid_02/Monster_Oceanid_02_Remote	4001	190.176	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	2	纯水精灵	2		ConfigMonster_Oceanid_02	3003	assist01					22010032	75	22010032	50	22010032	25	22010022					20050101	1		00501	1	7	1
20050201	纯水之猪	ART/Char/Monster/Monster_Oceanid_Boar/Monster_Oceanid_Boar	ART/Char/Monster/Monster_Oceanid_Boar/Monster_Oceanid_Boar_Remote	ART/Char/Monster/Monster_Oceanid_Boar/Monster_Oceanid_Boar	ART/Char/Monster/Monster_Oceanid_Boar/Monster_Oceanid_Boar_Remote	4001	21.7344	25.12	500	0	0	0	-0.4	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Boar	3003	assist01					0	0	0	0	0	0	22010012					20050201	1		00502		1	3
20050202	纯水之猪（强化）	ART/Char/Monster/Monster_Oceanid_Boar_02/Monster_Oceanid_Boar_02	ART/Char/Monster/Monster_Oceanid_Boar_02/Monster_Oceanid_Boar_02_Remote	ART/Char/Monster/Monster_Oceanid_Boar_02/Monster_Oceanid_Boar_02	ART/Char/Monster/Monster_Oceanid_Boar_02/Monster_Oceanid_Boar_02_Remote	4001	46.1856	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	水幻形动物	0		ConfigMonster_Oceanid_Boar_02	3003	assist01					22010012	60	0	0	0	0	22010012					20050202	1		00502		1	3
20050301	纯水之鹤	ART/Char/Monster/Monster_Oceanid_Crane/Monster_Oceanid_Crane	ART/Char/Monster/Monster_Oceanid_Crane/Monster_Oceanid_Crane_Remote	ART/Char/Monster/Monster_Oceanid_Crane/Monster_Oceanid_Crane	ART/Char/Monster/Monster_Oceanid_Crane/Monster_Oceanid_Crane_Remote	4001	10.8672	62.8	500	0	0	0	0.15	0.15	0.15	-0.4	0.15	0.15	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Crane	3003	assist01					0	0	0	0	0	0	22010012					20050301	1		00503		1	4
20050401	纯水之蟹	ART/Char/Monster/Monster_Oceanid_Crab/Monster_Oceanid_Crab	ART/Char/Monster/Monster_Oceanid_Crab/Monster_Oceanid_Crab_Remote	ART/Char/Monster/Monster_Oceanid_Crab/Monster_Oceanid_Crab	ART/Char/Monster/Monster_Oceanid_Crab/Monster_Oceanid_Crab_Remote	4001	21.7344	50.24	500	0	0	0	0.15	0.15	0.15	0.15	0.15	-0.4	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Crab	3003	assist01					0	0	0	0	0	0	22010012					20050401	1		00504		1	3
20050402	纯水之蟹（强化）	ART/Char/Monster/Monster_Oceanid_Crab_02/Monster_Oceanid_Crab_02	ART/Char/Monster/Monster_Oceanid_Crab_02/Monster_Oceanid_Crab_02_Remote	ART/Char/Monster/Monster_Oceanid_Crab_02/Monster_Oceanid_Crab_02	ART/Char/Monster/Monster_Oceanid_Crab_02/Monster_Oceanid_Crab_02_Remote	4001	8.1504	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	水幻形动物	0		ConfigMonster_Oceanid_Crab_02	3003	assist01					0	0	0	0	0	0	22010012					20050402	1		00504		1	3
20050501	纯水之雀	ART/Char/Monster/Monster_Oceanid_Tit/Monster_Oceanid_Tit	ART/Char/Monster/Monster_Oceanid_Tit/Monster_Oceanid_Tit_Remote	ART/Char/Monster/Monster_Oceanid_Tit/Monster_Oceanid_Tit	ART/Char/Monster/Monster_Oceanid_Tit/Monster_Oceanid_Tit_Remote	4001	40.752	62.8	500	0	0	0	0.15	0.15	0.15	0.15	0.15	0.15	-0.4	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Tit	3003	assist01					22010012	66	22010012	33	0	0	22010032					20050501	1		00505		1	3
20050601	纯水之鸭	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon_Remote	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon_Remote	4001	21.7344	25.12	500	0	0	0	0.15	0.15	0.15	0.15	0.15	-0.4	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Wigeon	3003	assist01					0	0	0	0	0	0	22010012					20050601	1		00506		1	3
20050602	纯水之鸭(陆地行走版）	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon_Remote	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon	ART/Char/Monster/Monster_Oceanid_Wigeon/Monster_Oceanid_Wigeon_Remote	4001	21.7344	25.12	500	0	0	0	0.15	0.15	0.15	0.15	0.15	-0.4	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Wigeon_02	3003	assist01					0	0	0	0	0	0	22010012					20050601	1		00506		1	3
20050701	纯水之鼠	ART/Char/Monster/Monster_Oceanid_Squirrel/Monster_Oceanid_Squirrel	ART/Char/Monster/Monster_Oceanid_Squirrel/Monster_Oceanid_Squirrel_Remote	ART/Char/Monster/Monster_Oceanid_Squirrel/Monster_Oceanid_Squirrel	ART/Char/Monster/Monster_Oceanid_Squirrel/Monster_Oceanid_Squirrel_Remote	4001	19.0176	37.68	500	0	0	0	-0.4	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Squirrel	3003	assist01					0	0	0	0	0	0	22010012					20050701	1		00507		1	3
20050702	纯水之鼠（强化）	ART/Char/Monster/Monster_Oceanid_Squirrel_02/Monster_Oceanid_Squirrel_02	ART/Char/Monster/Monster_Oceanid_Squirrel_02/Monster_Oceanid_Squirrel_02_Remote	ART/Char/Monster/Monster_Oceanid_Squirrel_02/Monster_Oceanid_Squirrel_02	ART/Char/Monster/Monster_Oceanid_Squirrel_02/Monster_Oceanid_Squirrel_02_Remote	4001	46.1856	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	水幻形动物	0		ConfigMonster_Oceanid_Squirrel_02	3003	assist01					22010012	60	0	0	0	0	22010012					20050702	1		00507		1	3
20050801	纯水之蛙	ART/Char/Monster/Monster_Oceanid_Frog/Monster_Oceanid_Frog	ART/Char/Monster/Monster_Oceanid_Frog/Monster_Oceanid_Frog_Remote	ART/Char/Monster/Monster_Oceanid_Frog/Monster_Oceanid_Frog	ART/Char/Monster/Monster_Oceanid_Frog/Monster_Oceanid_Frog_Remote	4001	40.752	62.8	500	0	0	0	0.15	0.15	0.15	0.15	0.15	0.15	-0.4	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Frog	3003	assist01					22010012	60	0	0	0	0	22010012					20050801	1		00508		1	3
20050901	纯水之鹰	ART/Char/Monster/Monster_Oceanid_Falcon/Monster_Oceanid_Falcon	ART/Char/Monster/Monster_Oceanid_Falcon/Monster_Oceanid_Falcon_Remote	ART/Char/Monster/Monster_Oceanid_Falcon/Monster_Oceanid_Falcon	ART/Char/Monster/Monster_Oceanid_Falcon/Monster_Oceanid_Falcon_Remote	4001	10.8672	50.24	500	0	0	0	0.15	0.15	0.15	-0.4	0.15	0.15	0.15	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.15	0	1	水幻形动物	0		ConfigMonster_Oceanid_Falcon	3003	assist01					0	0	0	0	0	0	22010012					20050901	1		00509		1	4
21010201	打手丘丘人	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_None_01		sentry02		50004001			22010010	60	0	0	0	0	22010010					21010201	1		10102		1	8
21010301	木盾丘丘人	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	木盾	0		ConfigMonster_Hili_None_01		sentry02		50004001	50004002		22010010	60	0	0	0	0	22010010					21010301	1		10103		1	8
21010401	射手丘丘人	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_None_01		ranged01		50004004			22010010	60	0	0	0	0	22010010					21010401	1		10104		1	8
21010402	(test)射手丘丘人-强攻强化	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Hili_None_01	5001	ranged01		50004004			22010010	60	0	0	0	0	22010010					21010401	1		10104		1	9
21010501	火箭丘丘人	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Fire_01	2001	ranged01		50004017			22010010	60	0	0	0	0	22010010					21010501	1		10105		1	8
21010502	(test)火箭丘丘人-强攻强化	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Hili_Fire_01	2001,5001	ranged01		50004017			22010010	60	0	0	0	0	22010010					21010501	1		10105		1	8
21010601	爆弹丘丘人	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Fire_01	2001	scout01					22010010	60	0	0	0	0	22010010					21010601	1		10106		1	4
21010603	(test)爆弹丘丘人-强攻强化	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Hili_Fire_01	2001,5001	scout01					22010010	60	0	0	0	0	22010010					21010601	1		10106		1	4
21010701	冲锋丘丘人	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01	ART/Char/Monster/Monster_Hili_Fire_01/Monster_Hili_Fire_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Fire_Rush	2001	scout01		50004020			22010010	60	0	0	0	0	22010010					21010701	1		10107		1	8
21010901	冰箭丘丘人	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Ice_01		ranged01		50004018			22010010	60	0	0	0	0	22010010					21010901	1		10109		1	8
21010902	(test)冰箭丘丘人-强攻强化	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Hili_Ice_01	5001	ranged01		50004018			22010010	60	0	0	0	0	22010010					21010901	1		10109		1	8
21011001	雷箭丘丘人	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01_Remote	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Electric_01		ranged01		50004019			22010010	60	0	0	0	0	22010010					21011001	1		10110		1	8
21011002	(test)雷箭丘丘人-强攻强化	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01_Remote	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01	ART/Char/Monster/Monster_Hili_Electric_01/Monster_Hili_Electric_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	强攻强化	0		ConfigMonster_Hili_Electric_01	5001	ranged01		50004019			22010010	60	0	0	0	0	22010010					21011001	1		10110		1	8
21011201	岩盾丘丘人	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01	ART/Char/Monster/Monster_Hili_None_01/Monster_Hili_None_01_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	岩盾	0		ConfigMonster_Hili_None_01		sentry02		50004024	50004023		22010010	60	0	0	0	0	22010010					21010301	1		10112		1	8
21011301	冰弹丘丘人	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01	ART/Char/Monster/Monster_Hili_Ice_01/Monster_Hili_Ice_01_Remote	4001	10.8672	11.304	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Ice_01		ranged01					22010010	60	0	0	0	0	22010010					21010901	1		10113		1	4
21011401	冰盾丘丘人	ART/Char/Monster/Monster_Hili_Ice_02/Monster_Hili_Ice_02	ART/Char/Monster/Monster_Hili_Ice_02/Monster_Hili_Ice_02_Remote	ART/Char/Monster/Monster_Hili_Ice_02/Monster_Hili_Ice_02	ART/Char/Monster/Monster_Hili_Ice_02/Monster_Hili_Ice_02_Remote	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	冰盾	0		ConfigMonster_Hili_None_01		sentry02		50004057	50004055		22010010	60	0	0	0	0	22010010					21010301	1		10114		1	8
