ID	Ability名称	是远程	技能CD	无视冷却缩减属性	消耗体力	消耗能量类型	消耗能量值	可累积次数	TriggerID	索敌范围	索敌公式权重1	索敌公式权重2	索敌公式权重3	索敌公式权重4	是默认镜头	支持按钮拖动	是否显示箭头	是否监控状态	默认锁定	图标名称	升级技能组ID	技能能量键值	消耗能量最小值	CanDoSkill为false强制可用	处理冷却所属技能槽	是否存档
100551			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100552			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100553	Avatar_PlayerGirl_ExtraAttack_Wind		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100554			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100555	Avatar_PlayerGirl_ExtraAttack_Rock		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100556	Avatar_PlayerGirl_ExtraAttack_Electric		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
100557			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731					
5002010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5003010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005020			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005030			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005040			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005050			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005060			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005070			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5005080			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5006010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007020			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007030			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007040			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007050			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007060			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007070			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5007080			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5014010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5015010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5016010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5020010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5021010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5022010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5023010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5024010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5025010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5026010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5027010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5029010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5030010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5031010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5032010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5033010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5034010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5035010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5036010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5037010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5038010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5039010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5041010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5042010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5043010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5044010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5045010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5046010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5047010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5048010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5049010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5050010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5051010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
5053010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1											
