ID	类型	动态难度	序列编号	玩法类型	场景ID	脚本定时事件间隔	联机类型	显示等级	是否限制角色等级	限制等级	等级修正	前置副本	需求角色	通关条件	通关跳转地城	复活间隔时间	复活次数上限	每天准入次数	[进入消耗]1ID	[进入消耗]1数量	首通奖励RewardID	结算倒计时	失败后退出等待时间	主动退出倒计时	结算显示1	结算显示2	结算显示3	结算显示4	禁止重新挑战	开启神像消耗道具	消耗数量	神像奖励	挑战因子组合	地城状态
4010	2				40009		1	20	11	12	19			64			5	3			230000	999	30	30	1	3				0	0	0		1
4011	2				40014		1	30	21	18	29			66			5	3			230002	999	30	30	1	3				0	0	0		1
4012	2				40013		1	12	3	1	11			47			5	3			0	60	30	3	1	3				0	0	0		2
4013	2				40009		1	1	1	1	0			64			10	99			0	60	30	3						0	0	0		2
4014	2				40008		1	1	1	1	0			65			10	99			0	120	30	3						0	0	0		2
4015	2				40014		1	30	21	18	29			66			5	3			230002	999	30	3	1	3				0	0	0		2
4016	2				40015		1	70	61	35	69			71			10	99			230007	999	30	30						0	0	0		1
4017	2				40018		1	1	1	1	0			72			10	99			0	120	30	3						0	0	0		2
4018	2				40016		1	50	41	27	49			69			10	10			230005	999	30	30						0	0	0		1
4019	2				40017		1	60	51	1	59			70			10	10			0	120	30	3						0	0	0		2
4020	2				40019		1	60	51	30	59			73			10	10			230006	999	30	30						0	0	0		1
4021	2				40020		1	45	36	24	44			74			10	10			230004	999	30	30						0	0	0		1
4022	10				40026		1	20	11	16	19			87			10	99			226001	999	30	3						0	0	0		1
4023	10				40030		1	20	11	16	19			89			10	99			226002	999	30	3						0	0	0		1
4024	10				40031		1	20	11	16	19			90			10	99			226003	999	30	3						0	0	0		1
4025	10				40032		1	20	11	16	19			91			10	99			226004	999	30	3						0	0	0		1
4026	10				40033		1	20	11	16	19			92			10	99			226005	999	30	3						0	0	0		1
4027	10				40034		1	20	11	16	19			93			10	99			226006	999	30	3						0	0	0		1
4028	10				40035		1	20	11	16	19			94			10	99			226007	999	30	3						0	0	0		1
4029	10				40036		1	20	11	16	19			95			10	99			226008	999	30	3						0	0	0		1
4030	9				40037		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1551:100	1
4031	9				40038		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1551:100	1
4032	9				40039		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1553:100	1
4033	9				40040		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1553:100	1
4034	9				40041		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1552:100	1
4035	9				40042		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1552:100	1
4036	9				40043		2	0	1	1	0			165		10	999	999			0	999	30	30						0	0	0	1554:100	1
4037	2				40046		2	1	1	1	0			75			10	99			0	120	30	30						0	0	0		1
4601	2				50011		1	70	61	70	69			29			5	100			0	60	30	3	1	3				0	0	0		2
4602	2				50011		1	70	61	70	69			29			5	100			0	60	30	3	1	3				0	0	0		2
4603	2				50011		1	70	61	70	69			29			5	100			0	60	30	3	1	3				0	0	0		2
4200	3				40200		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82012700	1302:100	1
4201	3				40201		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82013300	1302:100	1
4202	3				40202		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82014100	1303:100	1
4203	3				40203		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82015000	1303:100	1
4210	3				40200		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82112700	1302:100	1
4211	3				40201		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82113300	1302:100	1
4212	3				40202		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82114100	1303:100	1
4213	3				40203		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82115000	1303:100	1
4220	3				40200		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82212700	1302:100	1
4221	3				40201		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82213300	1302:100	1
4222	3				40202		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82214100	1303:100	1
4223	3				40203		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82215000	1303:100	1
4230	3				40200		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82312700	1302:100	1
4231	3				40201		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82313300	1302:100	1
4232	3				40202		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82314100	1303:100	1
4233	3				40203		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82315000	1303:100	1
4300	3				40300		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83011300	1301:100	1
4301	3				40301		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83012600	1301:100	1
4302	3				40302		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83013500	1301:100	1
4303	3				40303		2	80	71	40	79			62			0	3			0	999	30	30	1					106	20	83014500	1301:100	1
4310	3				40300		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83111300	1301:100	1
4311	3				40301		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83112600	1301:100	1
4312	3				40302		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83113500	1301:100	1
4313	3				40303		2	80	71	40	79			62			0	3			0	999	30	30	1					106	20	83114500	1301:100	1
4320	3				40300		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83211300	1301:100	1
4321	3				40301		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83212600	1301:100	1
4322	3				40302		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83213500	1301:100	1
4323	3				40303		2	80	71	40	79			62			0	3			0	999	30	30	1					106	20	83214500	1301:100	1
4330	3				40300		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83311300	1301:100	1
4331	3				40301		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83312600	1301:100	1
4332	3				40302		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83313500	1301:100	1
4333	3				40303		2	80	71	40	79			62			0	3			0	999	30	30	1					106	20	83314500	1301:100	1
5000	3				40500		2	26	17	1	25			51			0	3			0	999	30	30	1					106	20	85112000	1100:100	2
5001	3				40501		2	34	25	1	33			51			0	3			0	999	30	30	1					106	20	85112500	1101:100	1
5002	3				40502		2	47	38	25	46			51			0	3			0	999	30	30	1					106	20	85113000	1102:100	1
5003	3				40503		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85113500	1103:100	1
5004	3				40504		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85114000	1104:100	1
5005	3				40505		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85114500	1105:100	1
5006	3				40506		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85115500	1106:100	1
5007	3				40507		2	60	51	45	59			51			0	3			0	999	30	30	1					106	20	85116000	1107:100	2
5008	3				40508		2	47	38	25	46			51			0	3			0	999	30	30	1					106	20	85213000	1108:100	1
5009	3				40509		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85213500	1109:100	1
5010	3				40510		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85214000	1110:100	1
5011	3				40511		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85214500	1111:100	1
5012	3				40512		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85215500	1112:100	1
5013	3				40513		2	60	51	45	59			51			0	3			0	999	30	30	1					106	20	85216000	1113:100	2
5014	3				40514		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	85003500	1377:100	1
5015	3				40515		2	69	60	35	68			51			0	3			0	999	30	30	1					106	20	85004000	1377:100	1
5016	3				40516		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	85004500	1378:100	1
5017	3				40517		2	90	81	45	89			51			0	3			0	999	30	30	1					106	20	85005500	1379:100	1
5100	3				40600		2	34	25	1	33			61			0	3			0	999	30	30	1					106	20	85122500	1114:100	1
5101	3				40601		2	47	38	25	46			61			0	3			0	999	30	30	1					106	20	85123000	1115:100	1
5102	3				40602		2	59	50	30	58			61			0	3			0	999	30	30	1					106	20	85123500	1116:100	1
5103	3				40603		2	69	60	35	68			60			0	3			0	999	30	30	1					106	20	85124000	1117:100	1
5104	3				40604		2	80	71	40	79			60			0	3			0	999	30	30	1					106	20	85124500	1118:100	1
5105	3				40605		2	90	81	45	89			60			0	3			0	999	30	30	1					106	20	85125500	1119:100	1
5106	3				40606		2	60	51	45	59			60			0	3			0	999	30	30	1					106	20	85126000	1120:100	2
5107	3				40607		2	59	50	30	58			58			0	3			0	999	30	30	1					106	20	85223500	1121:100	1
5108	3				40608		2	69	60	35	68			58			0	3			0	999	30	30	1					106	20	85224000	1122:100	1
5109	3				40609		2	80	71	40	79			59			0	3			0	999	30	30	1					106	20	85224500	1123:100	1
5110	3				40610		2	90	81	45	89			59			0	3			0	999	30	30	1					106	20	85225500	1124:100	1
5111	3				40611		2	60	51	45	59			57			0	3			0	999	30	30	1					106	20	85226000	1125:100	2
5112	3				40612		2	69	60	35	68			60			0	3			0	999	30	30	1					106	20	85324000	1126:100	1
5113	3				40613		2	80	71	40	79			60			0	3			0	999	30	30	1					106	20	85324500	1127:100	1
5114	3				40614		2	90	81	45	89			60			0	3			0	999	30	30	1					106	20	85325500	1128:100	1
5115	3				40615		2	60	51	45	59			59			0	3			0	999	30	30	1					106	20	85326000	1129:100	2
5120	3				40404		2	59	50	30	58			58			0	3			0	999	30	30	1					106	20	85313500	1344:100	1
5121	3				40408		2	69	60	35	68			58			0	3			0	999	30	30	1					106	20	85314000	1344:100	1
5122	3				40409		2	80	71	40	79			59			0	3			0	999	30	30	1					106	20	85314500	1344:100	1
5123	3				40410		2	90	81	45	89			59			0	3			0	999	30	30	1					106	20	85315500	1344:100	1
5210	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83021300	1304:100	1
5211	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83022600	1304:100	1
5212	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83023500	1305:100	1
5213	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83024500	1305:100	1
5214	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83121300	1304:100	1
5215	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83122600	1304:100	1
5216	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83123500	1305:100	1
5217	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83124500	1305:100	1
5218	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83221300	1304:100	1
5219	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83222600	1304:100	1
5220	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83223500	1305:100	1
5221	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83224500	1305:100	1
5222	3				40400		2	15	6	1	14			51			0	3			0	999	30	30	1					106	20	83321300	1304:100	1
5223	3				40401		2	36	27	21	35			51			0	3			0	999	30	30	1					106	20	83322600	1304:100	1
5224	3				40402		2	59	50	30	58			51			0	3			0	999	30	30	1					106	20	83323500	1305:100	1
5225	3				40403		2	80	71	40	79			51			0	3			0	999	30	30	1					106	20	83324500	1305:100	1
5250	3				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82022700	1300:100	1
5251	3				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82023300	1300:100	1
5252	3				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82024100	1300:100	1
5253	3				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82025000	1300:100	1
5254	3				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82122700	1300:100	1
5255	3				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82123300	1300:100	1
5256	3				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82124100	1300:100	1
5257	3				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82125000	1300:100	1
5258	3				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82222700	1300:100	1
5259	3				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82223300	1300:100	1
5260	3				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82224100	1300:100	1
5261	3				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82225000	1300:100	1
5262	3				40100		2	38	29	1	37			51			0	3			0	999	30	30	1					106	20	82322700	1300:100	1
5263	3				40101		2	54	45	28	53			51			0	3			0	999	30	30	1					106	20	82323300	1300:100	1
5264	3				40102		2	71	62	36	70			51			0	3			0	999	30	30	1					106	20	82324100	1300:100	1
5265	3				40105		2	88	79	45	87			51			0	3			0	999	30	30	1					106	20	82325000	1300:100	1
5116	3				40616		2	1	1	0	0			59			0	3			0	999	30	3	1					106	20	0	43:103	2
5300	9				40022		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1354:100	1
5301	9				40023		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1353:100	1
5302	9				40024		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1355:100	1
5303	9				40025		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1356:100	1
5304	9				40027		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1354:100	1
5305	9				40028		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1353:100	1
5306	9				40029		2	0		1	0			86		10	999	999			0	999	30	30						0	0	0	1355:100	1
5310	12	1			35800		2	36		1	35			147		10	999	99			0	999	30	3					1	0	0	0		1
6000	8			2	41000		1	80	1	1	79			116			0				0	999	30	3						0	0	0		1
6001	8			2	41001		1	80	1	1	79			117			0				0	999	30	3						0	0	0		1
6002	8			2	41002		1	80	1	1	79			118			0				0	999	30	3						0	0	0		1
6003	8			2	41003		1	80	1	1	79			119			0				0	999	30	3						0	0	0		1
6004	8			2	41004		1	80	1	1	79			120			0				0	999	30	3						0	0	0		1
6005	8			2	41005		1	80	1	1	79			121			0				0	999	30	3						0	0	0		1
6006	8			2	41006		1	80	1	1	79			122			0				0	999	30	3						0	0	0		1
6007	8			2	41007		1	80	1	1	79			123			0				0	999	30	3						0	0	0		1
6008	8			2	41008		1	80	1	1	79			124			0				0	999	30	3						0	0	0		1
6009	8			2	41009		1	80	1	1	79			125			0				0	999	30	3						0	0	0		1
6010	8			2	41010		1	80	1	1	79			126			0				0	999	30	3						0	0	0		1
6011	8			2	41011		1	80	1	1	79			127			0				0	999	30	3						0	0	0		1
6012	8			2	41012		1	80	1	1	79			128			0				0	999	30	3						0	0	0		1
6013	8			2	41013		1	80	1	1	79			129			0				0	999	30	3						0	0	0		1
6014	8			2	41014		1	80	1	1	79			130			0				0	999	30	3						0	0	0		1
6015	8			2	41015		1	80	1	1	79			131			0				0	999	30	3						0	0	0		1
6016	8			2	41016		1	80	1	1	79			132			0				0	999	30	3						0	0	0		1
6017	8			2	41017		1	80	1	1	79			133			0				0	999	30	3						0	0	0		1
6018	8			2	41018		1	80	1	1	79			134			0				0	999	30	3						0	0	0		1
6019	8			2	41019		1	80	1	1	79			135			0				0	999	30	3						0	0	0		1
6020	8			2	41020		1	80	1	1	79			136			0				0	999	30	3						0	0	0		1
6021	8			2	41021		1	80	1	1	79			137			0				0	999	30	3						0	0	0		1
6022	8			2	41022		1	80	1	1	79			138			0				0	999	30	3						0	0	0		1
6023	8			2	41023		1	80	1	1	79			139			0				0	999	30	3						0	0	0		1
6024	8			2	41024		1	80	1	1	79			140			0				0	999	30	3						0	0	0		1
6025	8			2	41025		1	80	1	1	79			141			0				0	999	30	3						0	0	0		1
6026	8			2	41026		1	80	1	1	79			142			0				0	999	30	3						0	0	0		1
6027	8			2	41027		1	80	1	1	79			143			0				0	999	30	3						0	0	0		1
6028	8			2	41028		1	80	1	1	79			114			0				0	999	30	3						0	0	0		1
6029	8			2	41029		1	80	1	1	79			144			0				0	999	30	3						0	0	0		1
6030	8			2	41030		1	80	1	1	79			145			0				0	999	30	3						0	0	0		1
6031	8			2	41031		1	80	1	1	79			146			0				0	999	30	3						0	0	0		1
6032	8			2	41032		1	80	1	1	79			156			0				0	999	30	3						0	0	0		1
6033	8			2	41033		1	80	1	1	79			160			0				0	999	30	3						0	0	0		1
6034	8			2	41034		1	80	1	1	79			166			0				0	999	30	3						0	0	0		1
7000	11				42014		2	11	1	1	10			113			0				0	999	30	3	1				1	0	0	0	1365:100	1
7001	11				42006		2	11	1	1	10			100			0				0	999	30	3	1				1	0	0	0	1365:100	1
7002	11				42002		2	27	1	1	26			101			0				0	999	30	3	1				1	0	0	0	1365:100	1
7003	11				42001		2	33	1	1	32			102			0				0	999	30	3	1				1	0	0	0	1365:100	1
7004	11				42007		2	40	1	1	39			103			0				0	999	30	3	1				1	0	0	0	1365:100	1
7005	11				42003		2	44	1	1	43			104			0				0	999	30	3	1				1	0	0	0	1365:100	1
7006	11				42005		2	47	1	1	46			105			0				0	999	30	3	1				1	0	0	0	1365:100	1
7007	11				42004		2	50	1	1	49			106			0				0	999	30	3	1				1	0	0	0	1365:100	1
7008	11				42008		2	62	1	1	61			115			0				0	999	30	3	1				1	0	0	0	1365:100	1
7009	11				42009		2	33	1	1	32			108			0				0	999	30	3	1				1	0	0	0	1365:100	1
7010	11				42010		2	40	1	1	39			109			0				0	999	30	3	1				1	0	0	0	1365:100	1
7011	11				42012		2	44	1	1	43			110			0				0	999	30	3	1				1	0	0	0	1365:100	1
7012	11				42013		2	47	1	1	46			111			0				0	999	30	3	1				1	0	0	0	1365:100	1
7013	11				42011		2	50	1	1	49			112			0				0	999	30	3	1				1	0	0	0	1365:100	1
7100	8			3	43001		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1371:100	1
7101	8			3	43002		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1372:100	1
7102	8			3	43003		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1373:100	1
7103	8			3	43004		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1374:100	1
7104	8			3	43005		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1375:100	1
7105	8			3	43006		1	80	1	1	79			149			10				0	60	30	30						0	0	0	1376:100	1
7201	14	1			44001		2	30	1	1	29			151			10					999	30	3					1	0	0	0	1465:100	1
7202	14	1			44002		2	30	1	1	29			155			10					999	30	3					1	0	0	0	1466:100	1
7203	14	1			44003		2	30	1	1	29			152			10					999	30	3					1	0	0	0	1467:100	1
7204	13				44004		2	40	1	1	39			159		10	999					999	30	30					1	0	0	0	1461:100	1
7205	13				44005		2	40	1	1	39			159		10	999					999	30	30					1	0	0	0	1462:100	1
7206	13				44006		2	40	1	1	39			159		10	999					999	30	30					1	0	0	0	1463:100	1
7207	13				44007		2	40	1	1	39			159		10	999					999	30	30					1	0	0	0	1464:100	1
7208	13				44004		2	60	1	1	59			159		10	999					999	30	30					1	0	0	0	1461:100	1
7209	13				44005		2	60	1	1	59			159		10	999					999	30	30					1	0	0	0	1462:100	1
7210	13				44006		2	60	1	1	59			159		10	999					999	30	30					1	0	0	0	1463:100	1
7211	13				44007		2	60	1	1	59			159		10	999					999	30	30					1	0	0	0	1464:100	1
7212	13				44004		2	80	1	1	79			159		10	999					999	30	30					1	0	0	0	1461:100	1
7213	13				44005		2	80	1	1	79			159		10	999					999	30	30					1	0	0	0	1462:100	1
7214	13				44006		2	80	1	1	79			159		10	999					999	30	30					1	0	0	0	1463:100	1
7215	13				44007		2	80	1	1	79			159		10	999					999	30	30					1	0	0	0	1464:100	1
7216	13				44004		2	90	1	1	89			159		10	999					999	30	30					1	0	0	0	1461:100	1
7217	13				44005		2	90	1	1	89			159		10	999					999	30	30					1	0	0	0	1462:100	1
7218	13				44006		2	90	1	1	89			159		10	999					999	30	30					1	0	0	0	1463:100	1
7219	13				44007		2	90	1	1	89			159		10	999					999	30	30					1	0	0	0	1464:100	1
