ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID
50013504	贯虹之槊	ART/Equip/AvatarEquip/Equip_Pole_Kunwu/Equip_Pole_Kunwu				0	8	Equip_Pole_Kunwu	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50013505	和璞鸢	ART/Equip/AvatarEquip/Equip_Pole_Morax/Equip_Pole_Morax				0	8	Equip_Pole_Morax	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50013506	盐哀	ART/Equip/AvatarEquip/Equip_Pole_Regicide/Equip_Pole_Regicide				0	8	Equip_Pole_Regicide	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50013507	息灾	ART/Equip/AvatarEquip/Equip_Pole_Santika/Equip_Pole_Santika				0	8	Equip_Pole_Santika	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50014101	学徒笔记	ART/Equip/AvatarEquip/Equip_Catalyst_Apprentice/Equip_Catalyst_Apprentice				0	8	Equip_Catalyst_Apprentice	Catalyst_Book		1	1				Lv1_Catalyst		
50014201	口袋魔导书	ART/Equip/AvatarEquip/Equip_Catalyst_Pocket/Equip_Catalyst_Pocket				0	8	Equip_Catalyst_Pocket	Catalyst_Book		1	1				Lv2_Catalyst		
50014301	魔导绪论	ART/Equip/AvatarEquip/Equip_Catalyst_Intro/Equip_Catalyst_Intro				0	8	Equip_Catalyst_Intro	Catalyst_Book		1	1				Lv3_Catalyst		
50014302	讨龙英杰谭	ART/Equip/AvatarEquip/Equip_Catalyst_Pulpfic/Equip_Catalyst_Pulpfic				0	8	Equip_Catalyst_Pulpfic	Catalyst_Book		1	1				Lv3_Catalyst		
50014303	异世界行记	ART/Equip/AvatarEquip/Equip_Catalyst_Lightnov/Equip_Catalyst_Lightnov				0	8	Equip_Catalyst_Lightnov	Catalyst_Book		1	1				Lv3_Catalyst		
50014304	翡玉法球	ART/Equip/AvatarEquip/Equip_Catalyst_Jade/Equip_Catalyst_Jade				0	8	Equip_Catalyst_Jade	Catalyst_Ball		1	1				Lv3_Weapon		
50014305	甲级宝珏	ART/Equip/AvatarEquip/Equip_Catalyst_Phoney/Equip_Catalyst_Phoney				0	8	Equip_Catalyst_Phoney	Catalyst_Ball		1	1				Lv3_Weapon		
50014306	琥珀玥	ART/Equip/AvatarEquip/Equip_Catalyst_Amber/Equip_Catalyst_Amber				0	8	Equip_Catalyst_Amber	Catalyst_Ball		1	1				Lv3_Weapon		
50014401	西风秘典	ART/Equip/AvatarEquip/Equip_Catalyst_Zephyrus/Equip_Catalyst_Zephyrus				0	8	Equip_Catalyst_Zephyrus	Catalyst_Book		1	1				Lv4_Catalyst		
50014402	流浪乐章	ART/Equip/AvatarEquip/Equip_Catalyst_Troupe/Equip_Catalyst_Troupe				0	8	Equip_Catalyst_Troupe	Catalyst_Book		1	1				Lv4_Catalyst		
50014403	祭礼残章	ART/Equip/AvatarEquip/Equip_Catalyst_Fossil/Equip_Catalyst_Fossil				0	8	Equip_Catalyst_Fossil	Catalyst_Book		1	1				Lv4_Catalyst		
50014404	宗室秘法录	ART/Equip/AvatarEquip/Equip_Catalyst_Theocrat/Equip_Catalyst_Theocrat				0	8	Equip_Catalyst_Theocrat	Catalyst_Book		1	1				Lv4_Catalyst		
50014405	匣里日月	ART/Equip/AvatarEquip/Equip_Catalyst_Resurrection/Equip_Catalyst_Resurrection				0	8	Equip_Catalyst_Resurrection	Catalyst_Ball		1	1				Lv4_Weapon		
50014406	试作金珀	ART/Equip/AvatarEquip/Equip_Catalyst_Proto/Equip_Catalyst_Proto				0	8	Equip_Catalyst_Proto	Catalyst_Ball		1	1				Lv4_Weapon		
50014407	万国诸海图谱	ART/Equip/AvatarEquip/Equip_Catalyst_Exotic/Equip_Catalyst_Exotic				0	8	Equip_Catalyst_Exotic	Catalyst_Book		1	1				Lv4_Weapon		
50014408	黑岩绯玉	ART/Equip/AvatarEquip/Equip_Catalyst_Blackrock/Equip_Catalyst_Blackrock				0	8	Equip_Catalyst_Blackrock	Catalyst_Ball		1	1				Lv4_Weapon		
50014409	昭心	ART/Equip/AvatarEquip/Equip_Catalyst_Truelens/Equip_Catalyst_Truelens				0	8	Equip_Catalyst_Truelens	Catalyst_Ball		1	1				Lv4_Weapon		
50014410	暗巷的酒与诗	ART/Equip/AvatarEquip/Equip_Catalyst_Outlaw/Equip_Catalyst_Outlaw				0	8	Equip_Catalyst_Outlaw	Catalyst_Book		1	1				Lv4_Weapon		
50014411	幽澜明灯	ART/Equip/AvatarEquip/Equip_Catalyst_Lanternrite/Equip_Catalyst_Lanternrite				0	8	Equip_Catalyst_Lanternrite	Catalyst_Ball		1	1				Lv4_Weapon		
50014412	忍冬之果	ART/Equip/AvatarEquip/Equip_Catalyst_Everfrost/Equip_Catalyst_Everfrost				0	8	Equip_Catalyst_Everfrost	Catalyst_Ball		1	1				Lv4_Weapon		
50014413	#$#(test)	ART/Equip/AvatarEquip/Equip_Catalyst_Ludiharpastum/Equip_Catalyst_Ludiharpastum				0	8	Equip_Catalyst_Ludiharpastum	Catalyst_Book		1	1				Lv4_Weapon		
50014501	天空之卷	ART/Equip/AvatarEquip/Equip_Catalyst_Dvalin/Equip_Catalyst_Dvalin				0	8	Equip_Catalyst_Dvalin	Catalyst_Book		1	1				Lv5_Catalyst		
50014502	四风原典	ART/Equip/AvatarEquip/Equip_Catalyst_Fourwinds/Equip_Catalyst_Fourwinds				0	8	Equip_Catalyst_Fourwinds	Catalyst_Book		1	1				Lv5_Catalyst		
50014503	黎明破晓之史	ART/Equip/AvatarEquip/Equip_Catalyst_Widsith/Equip_Catalyst_Widsith				0	8	Equip_Catalyst_Widsith	Catalyst_Book		1	1				Lv5_Catalyst		
50014504	尘世之锁	ART/Equip/AvatarEquip/Equip_Catalyst_Kunwu/Equip_Catalyst_Kunwu				0	8	Equip_Catalyst_Kunwu	Catalyst_Ball		1	1				Lv5_Weapon		
50014505	定土玉圭	ART/Equip/AvatarEquip/Equip_Catalyst_Morax/Equip_Catalyst_Morax				0	8	Equip_Catalyst_Morax	Catalyst_Ball		1	1				Lv5_Weapon		
50014506	光天琉璃	ART/Equip/AvatarEquip/Equip_Catalyst_Kaleido/Equip_Catalyst_Kaleido				0	8	Equip_Catalyst_Kaleido	Catalyst_Ball		1	1				Lv5_Weapon		
50014508	谐振源核	ART/Equip/AvatarEquip/Equip_Catalyst_Hypostasis/Equip_Catalyst_Hypostasis				0	8	Equip_Catalyst_Hypostasis	Catalyst_Book		1	1				Lv5_Weapon		
50015101	猎弓	ART/Equip/AvatarEquip/Equip_Bow_Hunters/Equip_Bow_Hunters				0	8	Equip_Bow_Hunters	Weapon_Bow_Metal		1	1				Lv1_Weapon		
50015201	历练的猎弓	ART/Equip/AvatarEquip/Equip_Bow_Old/Equip_Bow_Old				0	8	Equip_Bow_Old	Weapon_Bow_Metal		1	1				Lv2_Weapon		
50015301	鸦羽弓	ART/Equip/AvatarEquip/Equip_Bow_Crowfeather/Equip_Bow_Crowfeather				0	8	Equip_Bow_Crowfeather	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015302	神射手之誓	ART/Equip/AvatarEquip/Equip_Bow_Arjuna/Equip_Bow_Arjuna				0	8	Equip_Bow_Arjuna	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015303	反曲弓	ART/Equip/AvatarEquip/Equip_Bow_Curve/Equip_Bow_Curve				0	8	Equip_Bow_Curve	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015304	弹弓	ART/Equip/AvatarEquip/Equip_Bow_Sling/Equip_Bow_Sling				0	8	Equip_Bow_Sling	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015305	信使	ART/Equip/AvatarEquip/Equip_Bow_Msg/Equip_Bow_Msg				0	8	Equip_Bow_Msg	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015306	黑檀弓	ART/Equip/AvatarEquip/Equip_Bow_Hardwood/Equip_Bow_Hardwood				0	8	Equip_Bow_Hardwood	Weapon_Bow_Metal		1	1				Lv3_Weapon		
50015401	西风猎弓	ART/Equip/AvatarEquip/Equip_Bow_Zephyrus/Equip_Bow_Zephyrus				0	8	Equip_Bow_Zephyrus	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015402	绝弦	ART/Equip/AvatarEquip/Equip_Bow_Troupe/Equip_Bow_Troupe				0	8	Equip_Bow_Troupe	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015403	祭礼弓	ART/Equip/AvatarEquip/Equip_Bow_Fossil/Equip_Bow_Fossil				0	8	Equip_Bow_Fossil	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015404	宗室长弓	ART/Equip/AvatarEquip/Equip_Bow_Theocrat/Equip_Bow_Theocrat				0	8	Equip_Bow_Theocrat	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015405	弓藏	ART/Equip/AvatarEquip/Equip_Bow_Recluse/Equip_Bow_Recluse				0	8	Equip_Bow_Recluse	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015406	试作澹月	ART/Equip/AvatarEquip/Equip_Bow_Proto/Equip_Bow_Proto				0	8	Equip_Bow_Proto	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015407	钢轮弓	ART/Equip/AvatarEquip/Equip_Bow_Exotic/Equip_Bow_Exotic				0	8	Equip_Bow_Exotic	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015408	黑岩战弓	ART/Equip/AvatarEquip/Equip_Bow_Blackrock/Equip_Bow_Blackrock				0	8	Equip_Bow_Blackrock	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015409	苍翠猎弓	ART/Equip/AvatarEquip/Equip_Bow_Viridescent/Equip_Bow_Viridescent				0	8	Equip_Bow_Viridescent	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015410	暗巷猎手	ART/Equip/AvatarEquip/Equip_Bow_Outlaw/Equip_Bow_Outlaw				0	8	Equip_Bow_Outlaw	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015411	落霞	ART/Equip/AvatarEquip/Equip_Bow_Fallensun/Equip_Bow_Fallensun				0	8	Equip_Bow_Fallensun	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015412	幽夜华尔兹	ART/Equip/AvatarEquip/Equip_Bow_Nachtblind/Equip_Bow_Nachtblind				0	8	Equip_Bow_Nachtblind	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015413	风花节武器	ART/Equip/AvatarEquip/Equip_Bow_Fleurfair/Equip_Bow_Fleurfair				0	8	Equip_Bow_Fleurfair	Weapon_Bow_Metal		1	1				Lv4_Weapon		
50015501	天空之翼	ART/Equip/AvatarEquip/Equip_Bow_Dvalin/Equip_Bow_Dvalin				0	8	Equip_Bow_Dvalin	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015502	阿莫斯之弓	ART/Equip/AvatarEquip/Equip_Bow_Amos/Equip_Bow_Amos				0	8	Equip_Bow_Amos	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015503	终末嗟叹之诗	ART/Equip/AvatarEquip/Equip_Bow_Widsith/Equip_Bow_Widsith				0	8	Equip_Bow_Widsith	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015504	陨龙之梦	ART/Equip/AvatarEquip/Equip_Bow_Kunwu/Equip_Bow_Kunwu				0	8	Equip_Bow_Kunwu	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015505	悬黎千钧	ART/Equip/AvatarEquip/Equip_Bow_Morax/Equip_Bow_Morax				0	8	Equip_Bow_Morax	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015506	破镜	ART/Equip/AvatarEquip/Equip_Bow_Moonfall/Equip_Bow_Moonfall				0	8	Equip_Bow_Moonfall	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50015508	鳞角	ART/Equip/AvatarEquip/Equip_Bow_Kirin/Equip_Bow_Kirin				0	8	Equip_Bow_Kirin	Weapon_Bow_Metal		1	1				Lv5_Weapon		
50100001	绯烟-副武器-杆秤	ART/Equip/AvatarSubEquip/SubEquip_Feiyan_Steelyard/SubEquip_Feiyan_Steelyard				0	8	绯烟-副武器-杆秤	SubEquip_Feiyan_Steelyard		1	1				Default_Weapon		
