ID	角色ID	开启条件1类型	开启条件1参数列表	开启条件2类型	开启条件2参数列表
36015	10000046				
36016	10000046				
36017	10000046				
36018	10000046				
36019	10000046				
36020	10000046				
36021	10000046				
36022	10000046				
36023	10000046				
36024	10000046				
36025	10000046	1	6		
36026	10000046	1	6		
36027	10000046	1	6		
36028	10000046	1	4		
36029	10000046				
36030	10000046				
36031	10000046	1	4		
36032	10000046	1	4		
36033	10000046	1	4		
36034	10000046	1	4		
36035	10000046	1	4		
36036	10000046	1	4		
36037	10000046	1	4		
36038	10000046	1	4		
36039	10000046	1	4		
36040	10000046	1	4		
36041	10000046				
36042	10000046	1	3		
36043	10000046	1	4		
36044	10000046	1	5		
36045	10000046	1	6		
36046	10000046				
36047	10000046				
36048	10000046				
36049	10000046				
36050	10000046	8			
36051	10000046	7	1		
36052	10000046	7	2		
36053	10000046	7	4		
36054	10000046	7	6		
37009	10000045				
37010	10000045				
37011	10000045				
37012	10000045				
37013	10000045				
37014	10000045				
37015	10000045				
37016	10000045				
37017	10000045				
37018	10000045				
37019	10000045				
37020	10000045				
37021	10000045				
37022	10000045				
37023	10000045				
37024	10000045	1	6		
37025	10000045	1	6		
37026	10000045	1	4		
37027	10000045	1	4		
37028	10000045				
37029	10000045	1	4		
37030	10000045	1	4		
37031	10000045	1	4		
37032	10000045	1	4		
37033	10000045	1	4		
37034	10000045	1	4		
37035	10000045	1	4		
37036	10000045	1	4		
37037	10000045	1	4		
37038	10000045	1	4		
37039	10000045				
37040	10000045	1	3		
37041	10000045	1	4		
37042	10000045	1	5		
37043	10000045	1	6		
37044	10000045				
37045	10000045				
37046	10000045				
37047	10000045				
37048	10000045	8			
37049	10000045	7	1		
37050	10000045	7	2		
37051	10000045	7	4		
37052	10000045	7	6		
38009	10000048				
38010	10000048				
38011	10000048				
38012	10000048				
38013	10000048				
38014	10000048				
38015	10000048				
38016	10000048				
38017	10000048				
38018	10000048				
38019	10000048				
38020	10000048				
38021	10000048	1	4		
38022	10000048				
38023	10000048	1	6		
38024	10000048	1	4		
38025	10000048	1	4		
38026	10000048	1	4		
38027	10000048				
38028	10000048	1	4		
38029	10000048	1	4		
38030	10000048	1	4		
38031	10000048	1	4		
38032	10000048	1	4		
38033	10000048	1	4		
38034	10000048	1	4		
38035	10000048	1	4		
38037	10000048				
38038	10000048	1	3		
38039	10000048	1	4		
38040	10000048	1	5		
38041	10000048	1	6		
38042	10000048				
38043	10000048				
38044	10000048				
38045	10000048				
38046	10000048	8			
38047	10000048	7	1		
38048	10000048	7	2		
38049	10000048	7	4		
38050	10000048	7	6		
39009	10000051				
39010	10000051				
39011	10000051				
39012	10000051				
39013	10000051				
39014	10000051				
39015	10000051				
39016	10000051				
39017	10000051				
39018	10000051				
39019	10000051				
39020	10000051				
39021	10000051				
39022	10000051				
39023	10000051	1	4		
39024	10000051				
39025	10000051	1	6		
39026	10000051	1	4		
39027	10000051	1	4		
39028	10000051	1	4		
39029	10000051				
39030	10000051	1	4		
39031	10000051	1	4		
39032	10000051	1	4		
39033	10000051	1	4		
39034	10000051	1	4		
39035	10000051	1	4		
39036	10000051	1	4		
39037	10000051	1	4		
39038	10000051	1	4		
39039	10000051	1	4		
39040	10000051	1	4		
39041	10000051	1	4		
39042	10000051				
39043	10000051	1	3		
39044	10000051	1	4		
39045	10000051	1	5		
39046	10000051	1	6		
39047	10000051				
39048	10000051				
39049	10000051				
39050	10000051				
39051	10000051	8			
39052	10000051	7	1		
39053	10000051	7	2		
39054	10000051	7	4		
39055	10000051	7	6		
40009	10000047				
40010	10000047				
40011	10000047				
40012	10000047				
40013	10000047				
40014	10000047				
40015	10000047				
40016	10000047				
40017	10000047				
40018	10000047				
40019	10000047				
40020	10000047				
40021	10000047				
40022	10000047				
40023	10000047				
40024	10000047	1	6		
40025	10000047	1	4		
40026	10000047	1	4		
40027	10000047	1	4		
40028	10000047				
40029	10000047	1	4		
40030	10000047	1	4		
40031	10000047	1	4		
40032	10000047	1	4	10	
40033	10000047	1	4	6	200212
40034	10000047	1	4		
40035	10000047	1	4		
40036	10000047				
40037	10000047	1	3		
40038	10000047	1	4		
40039	10000047	1	5		
40040	10000047	1	6		
40041	10000047				
40042	10000047				
40043	10000047				
40044	10000047				
40045	10000047	8			
40046	10000047	7	1		
40047	10000047	7	2		
40048	10000047	7	4		
40049	10000047	7	6		
